43568,4174,127484,41358,6281,124882,43656,4117,127510,41692,5948,125214,39496,8086,123132,41358,6281,124882,39520,8145,122990,41692,5948,125214,35678,11716,119090,35194,12177,118060,35468,12055,118622,35826,11549,118684,32038,15137,115288,29438,17606,111768,31516,15852,114380,30212,16838,112530,28584,18375,111666,24212,22463,106094,27662,19539,110260,24802,21881,106668,a01-000u_0
38832,3604,133360,38832,3604,133360,38832,3604,133360,38832,3604,133360,35172,7062,129504,35172,7062,129504,35172,7062,129504,35172,7062,129504,31706,10330,125834,31706,10330,125834,31706,10330,125834,31706,10330,125834,28450,13380,122390,28450,13380,122390,28450,13380,122390,28450,13380,122390,25332,16283,119102,25332,16283,119102,25332,16283,119102,25332,16283,119102,a01-000u_1
41420,3706,130568,41420,3706,130568,41420,3706,130568,41420,3706,130568,37784,7214,126588,37784,7214,126588,37784,7214,126588,37784,7214,126588,34314,10555,122776,34314,10555,122776,34314,10555,122776,34314,10555,122776,31004,13730,119136,31004,13730,119136,31004,13730,119136,31004,13730,119136,27882,16714,115690,27882,16714,115690,27882,16714,115690,27882,16714,115690,a01-000u_2
45464,4059,125818,45464,4059,125818,45464,4059,125818,45464,4059,125818,41454,7882,121582,41454,7882,121582,41454,7882,121582,41454,7882,121582,37630,11523,117524,37630,11523,117524,37630,11523,117524,37630,11523,117524,33980,14994,113632,33980,14994,113632,33980,14994,113632,33980,14994,113632,30514,18280,109926,30514,18280,109926,30514,18280,109926,30514,18280,109926,a01-000u_3
47774,4384,122858,47774,4384,122858,47774,4384,122858,47774,4384,122858,43520,8489,118302,43520,8489,118302,43520,8489,118302,43520,8489,118302,39512,12334,114020,39512,12334,114020,39512,12334,114020,39512,12334,114020,35760,15921,109998,35760,15921,109998,35760,15921,109998,35760,15921,109998,32178,19329,106164,32178,19329,106164,32178,19329,106164,32178,19329,106164,a01-000u_4
22164,4667,147902,22164,4667,147902,22164,4667,147902,22164,4667,147902,17794,8927,143152,17794,8927,143152,17794,8927,143152,17794,8927,143152,13864,12749,138838,13864,12749,138838,13864,12749,138838,13864,12749,138838,10542,15965,135128,10542,15965,135128,10542,15965,135128,10542,15965,135128,8078,18307,132308,8078,18307,132308,8078,18307,132308,8078,18307,132308,a01-000x_0
24870,5139,144252,24870,5139,144252,24870,5139,144252,24870,5139,144252,20154,9804,139038,20154,9804,139038,20154,9804,139038,20154,9804,139038,15896,13999,134306,15896,13999,134306,15896,13999,134306,15896,13999,134306,12336,17475,130314,12336,17475,130314,12336,17475,130314,12336,17475,130314,9884,19827,127462,9884,19827,127462,9884,19827,127462,9884,19827,127462,a01-000x_1
20650,4776,149198,20650,4776,149198,20650,4776,149198,20650,4776,149198,16216,9129,144326,16216,9129,144326,16216,9129,144326,16216,9129,144326,12170,13082,139866,12170,13082,139866,12170,13082,139866,12170,13082,139866,8858,16298,136146,8858,16298,136146,8858,16298,136146,8858,16298,136146,6792,18258,133692,6792,18258,133692,6792,18258,133692,6792,18258,133692,a01-000x_2
23120,4682,146916,23120,4682,146916,23120,4682,146916,23120,4682,146916,18678,9042,142038,18678,9042,142038,18678,9042,142038,18678,9042,142038,14692,12927,137654,14692,12927,137654,14692,12927,137654,14692,12927,137654,11280,16226,133868,11280,16226,133868,11280,16226,133868,11280,16226,133868,8990,18400,131210,8990,18400,131210,8990,18400,131210,8990,18400,131210,a01-000x_3
22936,4805,146854,22936,4805,146854,22936,4805,146854,22936,4805,146854,18432,9239,141890,18432,9239,141890,18432,9239,141890,18432,9239,141890,14378,13223,137376,14378,13223,137376,14378,13223,137376,14378,13223,137376,10802,16717,133364,10802,16717,133364,10802,16717,133364,10802,16717,133364,8214,19222,130342,8214,19222,130342,8214,19222,130342,8214,19222,130342,a01-000x_4
21348,4201,149650,21348,4201,149650,21348,4201,149650,21348,4201,149650,17428,8031,145310,17428,8031,145310,17428,8031,145310,17428,8031,145310,13862,11489,141360,13862,11489,141360,13862,11489,141360,13862,11489,141360,10914,14324,138038,10914,14324,138038,10914,14324,138038,10914,14324,138038,8680,16461,135398,8680,16461,135398,8680,16461,135398,8680,16461,135398,a01-000x_5
34442,3114,138730,34442,3114,138730,34442,3114,138730,34442,3114,138730,31276,6112,135300,31276,6112,135300,31276,6112,135300,31276,6112,135300,28246,8977,132000,28246,8977,132000,28246,8977,132000,28246,8977,132000,25352,11713,128822,25352,11713,128822,25352,11713,128822,25352,11713,128822,22582,14322,125774,22582,14322,125774,22582,14322,125774,22582,14322,125774,a01-003u_0
40494,3570,131766,40494,3570,131766,40494,3570,131766,40494,3570,131766,36980,6952,127916,36980,6952,127916,36980,6952,127916,36980,6952,127916,33646,10160,124234,33646,10160,124234,33646,10160,124234,33646,10160,124234,30452,13227,120694,30452,13227,120694,30452,13227,120694,30452,13227,120694,27372,16180,117268,27372,16180,117268,27372,16180,117268,27372,16180,117268,a01-003u_1
39524,3403,133070,39524,3403,133070,39524,3403,133070,39524,3403,133070,36184,6586,129444,36184,6586,129444,36184,6586,129444,36184,6586,129444,32996,9607,125990,32996,9607,125990,32996,9607,125990,32996,9607,125990,29964,12474,122688,29964,12474,122688,29964,12474,122688,29964,12474,122688,27102,15172,119554,27102,15172,119554,27102,15172,119554,27102,15172,119554,a01-003u_2
38858,3504,133534,38858,3504,133534,38858,3504,133534,38858,3504,133534,35404,6791,129814,35404,6791,129814,35404,6791,129814,35404,6791,129814,32166,9863,126308,32166,9863,126308,32166,9863,126308,32166,9863,126308,29088,12766,122980,29088,12766,122980,29088,12766,122980,29088,12766,122980,26172,15497,119834,26172,15497,119834,26172,15497,119834,26172,15497,119834,a01-003u_3
39764,3348,132940,39764,3348,132940,39764,3348,132940,39764,3348,132940,36424,6551,129274,36424,6551,129274,36424,6551,129274,36424,6551,129274,33200,9611,125778,33200,9611,125778,33200,9611,125778,33200,9611,125778,30094,12544,122418,30094,12544,122418,30094,12544,122418,30094,12544,122418,27100,15348,119204,27100,15348,119204,27100,15348,119204,27100,15348,119204,a01-003u_4
43580,3679,128462,43580,3679,128462,43580,3679,128462,43580,3679,128462,39988,7060,124692,39988,7060,124692,39988,7060,124692,39988,7060,124692,36586,10267,121080,36586,10267,121080,36586,10267,121080,36586,10267,121080,33306,13345,117604,33306,13345,117604,33306,13345,117604,33306,13345,117604,30192,16267,114274,30192,16267,114274,30192,16267,114274,30192,16267,114274,a01-003u_5
34526,3022,138830,34526,3022,138830,34526,3022,138830,34526,3022,138830,31516,5832,135620,31516,5832,135620,31516,5832,135620,31516,5832,135620,28684,8473,132570,28684,8473,132570,28684,8473,132570,28684,8473,132570,26006,10986,129622,26006,10986,129622,26006,10986,129622,26006,10986,129622,23534,13320,126826,23534,13320,126826,23534,13320,126826,23534,13320,126826,a01-003u_6
45408,3912,126168,45408,3912,126168,45408,3912,126168,45408,3912,126168,41670,7530,122070,41670,7530,122070,41670,7530,122070,41670,7530,122070,38098,10972,118158,38098,10972,118158,38098,10972,118158,38098,10972,118158,34694,14231,114444,34694,14231,114444,34694,14231,114444,34694,14231,114444,31440,17319,110922,31440,17319,110922,31440,17319,110922,31440,17319,110922,a01-003u_7
43160,3539,129162,43160,3539,129162,43160,3539,129162,43160,3539,129162,39626,6899,125376,39626,6899,125376,39626,6899,125376,39626,6899,125376,36288,10061,121790,36288,10061,121790,36288,10061,121790,36288,10061,121790,33074,13104,118318,33074,13104,118318,33074,13104,118318,33074,13104,118318,29982,16017,114984,29982,16017,114984,29982,16017,114984,29982,16017,114984,a01-003u_8
46548,3918,125016,46548,3918,125016,46548,3918,125016,46548,3918,125016,42758,7600,120842,42758,7600,120842,42758,7600,120842,42758,7600,120842,39144,11092,116872,39144,11092,116872,39144,11092,116872,39144,11092,116872,35718,14398,113086,35718,14398,113086,35718,14398,113086,35718,14398,113086,32452,17555,109438,32452,17555,109438,32452,17555,109438,32452,17555,109438,a01-003u_9
15128,3795,156682,15128,3795,156682,15128,3795,156682,15128,3795,156682,11526,7323,152628,11526,7323,152628,11526,7323,152628,11526,7323,152628,8260,10498,148944,8260,10498,148944,8260,10498,148944,8260,10498,148944,5584,13067,145882,5584,13067,145882,5584,13067,145882,5584,13067,145882,4256,14289,144166,4256,14289,144166,4256,14289,144166,4256,14289,144166,a01-003x_0
21226,5066,148042,21226,5066,148042,21226,5066,148042,21226,5066,148042,16438,9791,142780,16438,9791,142780,16438,9791,142780,16438,9791,142780,11996,14169,137866,11996,14169,137866,11996,14169,137866,11996,14169,137866,8286,17807,133700,8286,17807,133700,8286,17807,133700,8286,17807,133700,6324,19664,131348,6324,19664,131348,6324,19664,131348,6324,19664,131348,a01-003x_1
22620,5424,145932,22620,5424,145932,22620,5424,145932,22620,5424,145932,17398,10539,140324,17398,10539,140324,17398,10539,140324,17398,10539,140324,12544,15279,135098,12544,15279,135098,12544,15279,135098,12544,15279,135098,8484,19224,130668,8484,19224,130668,8484,19224,130668,8484,19224,130668,6106,21486,127922,6106,21486,127922,6106,21486,127922,6106,21486,127922,a01-003x_10
25560,5358,143124,25560,5358,143124,25560,5358,143124,25560,5358,143124,20368,10450,137532,20368,10450,137532,20368,10450,137532,20368,10450,137532,15546,15187,132280,15546,15187,132280,15546,15187,132280,15546,15187,132280,11414,19251,127684,11414,19251,127684,11414,19251,127684,11414,19251,127684,8572,22026,124376,8572,22026,124376,8572,22026,124376,8572,22026,124376,a01-003x_11
22060,4924,147492,22060,4924,147492,22060,4924,147492,22060,4924,147492,17278,9590,142342,17278,9590,142342,17278,9590,142342,17278,9590,142342,12892,13874,137560,12892,13874,137560,12892,13874,137560,12892,13874,137560,9134,17543,133380,9134,17543,133380,9134,17543,133380,9134,17543,133380,6488,20106,130300,6488,20106,130300,6488,20106,130300,6488,20106,130300,a01-003x_12
25716,5354,142976,25716,5354,142976,25716,5354,142976,25716,5354,142976,20558,10399,137444,20558,10399,137444,20558,10399,137444,20558,10399,137444,15714,15127,132232,15714,15127,132232,15714,15127,132232,15714,15127,132232,11442,19277,127604,11442,19277,127604,11442,19277,127604,11442,19277,127604,8534,22040,124386,8534,22040,124386,8534,22040,124386,8534,22040,124386,a01-003x_13
16996,3697,155010,16996,3697,155010,16996,3697,155010,16996,3697,155010,13412,7212,150964,13412,7212,150964,13412,7212,150964,13412,7212,150964,10068,10490,147152,10068,10490,147152,10068,10490,147152,10068,10490,147152,7114,13371,143744,7114,13371,143744,7114,13371,143744,7114,13371,143744,5124,15289,141298,5124,15289,141298,5124,15289,141298,5124,15289,141298,a01-003x_2
21172,4827,148574,21172,4827,148574,21172,4827,148574,21172,4827,148574,16580,9340,143540,16580,9340,143540,16580,9340,143540,16580,9340,143540,12366,13472,138890,12366,13472,138890,12366,13472,138890,12366,13472,138890,8716,17033,134818,8716,17033,134818,8716,17033,134818,8716,17033,134818,6324,19328,132020,6324,19328,132020,6324,19328,132020,6324,19328,132020,a01-003x_3
23308,5128,145836,23308,5128,145836,23308,5128,145836,23308,5128,145836,18376,9962,140500,18376,9962,140500,18376,9962,140500,18376,9962,140500,13864,14363,135610,13864,14363,135610,13864,14363,135610,13864,14363,135610,9932,18171,131326,9932,18171,131326,9932,18171,131326,9932,18171,131326,7468,20504,128524,7468,20504,128524,7468,20504,128524,7468,20504,128524,a01-003x_4
26290,5876,141358,26290,5876,141358,26290,5876,141358,26290,5876,141358,20618,11455,135272,20618,11455,135272,20618,11455,135272,20618,11455,135272,15312,16656,129576,15312,16656,129576,15312,16656,129576,15312,16656,129576,10876,20972,124780,10876,20972,124780,10876,20972,124780,10876,20972,124780,8088,23634,121644,8088,23634,121644,8088,23634,121644,8088,23634,121644,a01-003x_5
27148,5942,140368,27148,5942,140368,27148,5942,140368,27148,5942,140368,21406,11524,134346,21406,11524,134346,21406,11524,134346,21406,11524,134346,16034,16742,128682,16034,16742,128682,16034,16742,128682,16034,16742,128682,11572,21060,123908,11572,21060,123908,11572,21060,123908,11572,21060,123908,8792,23714,120780,8792,23714,120780,8792,23714,120780,8792,23714,120780,a01-003x_6
