36464.0,7525.0,127286.0,38284.0,5749.0,129020.0,36598.0,7435.0,127332.0,38542.0,5491.0,129278.0,a01-000u0
33658.0,6664.0,131814.0,33658.0,6664.0,131814.0,33658.0,6664.0,131814.0,33658.0,6664.0,131814.0,a01-000u1
34884.0,6910.0,130096.0,34884.0,6910.0,130096.0,34884.0,6910.0,130096.0,34884.0,6910.0,130096.0,a01-000u2
37598.0,7173.0,126856.0,37598.0,7173.0,126856.0,37598.0,7173.0,126856.0,37598.0,7173.0,126856.0,a01-000u3
38822.0,7518.0,124942.0,38822.0,7518.0,124942.0,38822.0,7518.0,124942.0,38822.0,7518.0,124942.0,a01-000u4
40694.0,7963.0,122180.0,40694.0,7963.0,122180.0,40694.0,7963.0,122180.0,40694.0,7963.0,122180.0,a01-000u5
22676.0,11293.0,133538.0,22676.0,11293.0,133538.0,22676.0,11293.0,133538.0,22676.0,11293.0,133538.0,a01-000x0
20698.0,10639.0,136824.0,20698.0,10639.0,136824.0,20698.0,10639.0,136824.0,20698.0,10639.0,136824.0,a01-000x1
21188.0,10244.0,137124.0,21188.0,10244.0,137124.0,21188.0,10244.0,137124.0,21188.0,10244.0,137124.0,a01-000x2
21800.0,11084.0,134832.0,21800.0,11084.0,134832.0,21800.0,11084.0,134832.0,21800.0,11084.0,134832.0,a01-000x3
16404.0,8216.0,145964.0,16404.0,8216.0,145964.0,16404.0,8216.0,145964.0,16404.0,8216.0,145964.0,a01-000x4
35092.0,6802.0,130104.0,35092.0,6802.0,130104.0,35092.0,6802.0,130104.0,35092.0,6802.0,130104.0,a01-003u0
43104.0,8171.0,119354.0,43104.0,8171.0,119354.0,43104.0,8171.0,119354.0,43104.0,8171.0,119354.0,a01-003u1
38968.0,7115.0,125602.0,38968.0,7115.0,125602.0,38968.0,7115.0,125602.0,38968.0,7115.0,125602.0,a01-003u10
35868.0,6491.0,129950.0,35868.0,6491.0,129950.0,35868.0,6491.0,129950.0,35868.0,6491.0,129950.0,a01-003u2
27784.0,5517.0,139982.0,27784.0,5517.0,139982.0,27784.0,5517.0,139982.0,27784.0,5517.0,139982.0,a01-003u3
35610.0,6449.0,130292.0,35610.0,6449.0,130292.0,35610.0,6449.0,130292.0,35610.0,6449.0,130292.0,a01-003u4
39376.0,7204.0,125016.0,39376.0,7204.0,125016.0,39376.0,7204.0,125016.0,39376.0,7204.0,125016.0,a01-003u5
23082.0,4313.0,147092.0,23082.0,4313.0,147092.0,23082.0,4313.0,147092.0,23082.0,4313.0,147092.0,a01-003u6
34634.0,6362.0,131442.0,34634.0,6362.0,131442.0,34634.0,6362.0,131442.0,34634.0,6362.0,131442.0,a01-003u7
39830.0,6814.0,125342.0,39830.0,6814.0,125342.0,39830.0,6814.0,125342.0,39830.0,6814.0,125342.0,a01-003u8
36428.0,6494.0,129384.0,36428.0,6494.0,129384.0,36428.0,6494.0,129384.0,36428.0,6494.0,129384.0,a01-003u9
12024.0,7540.0,151696.0,12024.0,7540.0,151696.0,12024.0,7540.0,151696.0,12024.0,7540.0,151696.0,a01-003x0
17406.0,9613.0,142168.0,17406.0,9613.0,142168.0,17406.0,9613.0,142168.0,17406.0,9613.0,142168.0,a01-003x1
16676.0,9482.0,143160.0,16676.0,9482.0,143160.0,16676.0,9482.0,143160.0,16676.0,9482.0,143160.0,a01-003x10
17320.0,9077.0,143326.0,17320.0,9077.0,143326.0,17320.0,9077.0,143326.0,17320.0,9077.0,143326.0,a01-003x11
15754.0,8756.0,145534.0,15754.0,8756.0,145534.0,15754.0,8756.0,145534.0,15754.0,8756.0,145534.0,a01-003x12
16118.0,8726.0,145230.0,16118.0,8726.0,145230.0,16118.0,8726.0,145230.0,16118.0,8726.0,145230.0,a01-003x13
14666.0,7714.0,148706.0,14666.0,7714.0,148706.0,14666.0,7714.0,148706.0,14666.0,7714.0,148706.0,a01-003x2
19988.0,11160.0,136492.0,19988.0,11160.0,136492.0,19988.0,11160.0,136492.0,19988.0,11160.0,136492.0,a01-003x3
20566.0,11077.0,136080.0,20566.0,11077.0,136080.0,20566.0,11077.0,136080.0,20566.0,11077.0,136080.0,a01-003x4
18476.0,10165.0,139994.0,18476.0,10165.0,139994.0,18476.0,10165.0,139994.0,18476.0,10165.0,139994.0,a01-003x5
18818.0,10229.0,139524.0,18818.0,10229.0,139524.0,18818.0,10229.0,139524.0,18818.0,10229.0,139524.0,a01-003x6
16654.0,8890.0,144366.0,16654.0,8890.0,144366.0,16654.0,8890.0,144366.0,16654.0,8890.0,144366.0,a01-003x7
15470.0,9404.0,144522.0,15470.0,9404.0,144522.0,15470.0,9404.0,144522.0,15470.0,9404.0,144522.0,a01-003x8
20194.0,11371.0,135864.0,20194.0,11371.0,135864.0,20194.0,11371.0,135864.0,20194.0,11371.0,135864.0,a01-003x9
37900.0,7079.0,126742.0,37900.0,7079.0,126742.0,37900.0,7079.0,126742.0,37900.0,7079.0,126742.0,a01-007u0
36290.0,6464.0,129582.0,36290.0,6464.0,129582.0,36290.0,6464.0,129582.0,36290.0,6464.0,129582.0,a01-007u1
38258.0,7591.0,125360.0,38258.0,7591.0,125360.0,38258.0,7591.0,125360.0,38258.0,7591.0,125360.0,a01-007u2
37628.0,7199.0,126774.0,37628.0,7199.0,126774.0,37628.0,7199.0,126774.0,37628.0,7199.0,126774.0,a01-007u3
36930.0,7013.0,127844.0,36930.0,7013.0,127844.0,36930.0,7013.0,127844.0,36930.0,7013.0,127844.0,a01-007u4
34334.0,6634.0,131198.0,34334.0,6634.0,131198.0,34334.0,6634.0,131198.0,34334.0,6634.0,131198.0,a01-007u5
43308.0,8580.0,118332.0,43308.0,8580.0,118332.0,43308.0,8580.0,118332.0,43308.0,8580.0,118332.0,a01-007u6
33300.0,5895.0,133710.0,33300.0,5895.0,133710.0,33300.0,5895.0,133710.0,33300.0,5895.0,133710.0,a01-007u7
35568.0,6500.0,130232.0,35568.0,6500.0,130232.0,35568.0,6500.0,130232.0,35568.0,6500.0,130232.0,a01-007u8
14848.0,6989.0,149974.0,14848.0,6989.0,149974.0,14848.0,6989.0,149974.0,14848.0,6989.0,149974.0,a01-007x0
15074.0,8502.0,146722.0,15074.0,8502.0,146722.0,15074.0,8502.0,146722.0,15074.0,8502.0,146722.0,a01-007x1
17540.0,10676.0,139908.0,17540.0,10676.0,139908.0,17540.0,10676.0,139908.0,17540.0,10676.0,139908.0,a01-007x10
