@RELATION Edge_all_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
-9.65856520935,10.5042275835,-2.09363427187,-2.77916150435,-4.47818287758,-2.9840522125,-1.57147372947,-0.857560242532,1.85878974913,0.103905859859,0.889705420908,1.50438157213,0.000467153767885,-3.19699996252,0.173537494399,2.85190170344,0.924216697266,1.20421147314,0.576982817029,-3.11946549348,1.24979269998,2.90113504259,-0.473779739613,1.97096191638,1.29342028486,-0.970806366572,0.0162001880773,-0.0849610829967,0.127745907402,0.701337849334,0.687257410797,0.75585030942,-2.44830693462,0.450013461807,0
-4.29011105264,-4.55288763132,-3.93844231673,6.53784679525,0.0752369076983,-1.19429477099,12.4431901776,-3.23127766915,0.136853968429,5.20028178335,0.915905221328,0.387775729343,-2.11543701286,2.47166442344,3.03011779422,-4.27734842482,0.330312359238,0.481111229542,-7.76000842884,1.15522435574,-0.742157667928,5.82864424417,-6.96151693752,1.02741935905,2.89439820342,3.70929720737,-0.764189628486,0.494325687375,6.04190839113,-2.23217077125,-3.54034550902,-0.520765955652,-0.230105852351,0.254223054336,1
-11.2626893761,10.8502719318,-2.6738681302,-3.18641061058,-7.20872261683,-4.88658835073,-3.05268705832,-3.16880188567,2.48046684035,-0.582274219053,2.28259226115,0.155161512015,2.13362135005,-1.97666249502,-2.05224499063,2.55134412924,-0.502772090003,0.62397921792,-0.344011617302,-0.556788941287,0.392722326884,0.869302562613,-1.45591320162,0.427709208713,1.77916251355,-0.730388789941,0.968284118106,-3.00688400237,-1.39029863308,0.328818683521,-1.22861992042,1.94692974559,-2.95642413509,0.330003755938,0
4.83253939737,-5.25512505537,-0.957420581818,-4.24306556393,-0.359620318897,2.44036961297,-1.61856409622,3.37291039913,1.45687187244,-3.94310132102,4.85100360075,1.35346526844,4.88418452313,-2.3104411246,1.61129528019,-4.10292632164,-1.10552792681,2.18899918739,0.70203388676,1.21228042547,1.77918312491,-0.481897325359,1.4410433348,-1.23467471071,-2.58388721672,0.903325517827,1.74010890225,-1.70167299707,-0.916033917884,1.2635851141,-0.0566331689285,-1.56992094041,-0.0489524641933,0.80007932707,3
-11.2846435406,11.0512109352,-1.9677102445,-3.27163492526,-5.33341641247,-5.08878999398,-2.21939863118,-0.908120690213,1.25184968358,-1.24158859367,1.49142007538,0.404665874181,1.17306834093,-3.19990170395,0.0492256669888,1.26145517233,1.49194980052,1.1153817337,-0.384720060939,-0.976608151029,-0.0731724406215,1.19151867705,-1.51377649596,1.26284279429,1.78422086588,-0.716036079287,0.125108516109,-1.86437726195,0.112254397157,-0.211865200028,1.00134790399,1.72348144528,-3.07097185471,1.26090888597,0
2.61737044487,-6.27909902953,1.05893783107,-2.15434706092,0.112558659736,1.68094406337,-1.96257731602,4.00577932312,1.5057965581,-3.28228869729,5.00909175739,2.21330775433,4.54754660363,-3.07287376812,2.44755303509,-2.26326348208,0.0351987156958,0.578049919732,0.0387081855148,0.108659243208,1.69034804036,-0.801178635965,-0.0136435320487,-0.664711605385,-2.60786247809,0.740791182178,3.48779503876,-0.315463006218,-0.761389800217,1.68488805995,-0.946028966467,-0.496663964101,-0.443859196495,-0.101431144207,3
-1.97191548937,-0.321841596509,-2.58168889139,-0.556220535895,-0.294257098904,1.78322611647,3.54242284062,-2.95130603965,2.3214138871,0.755408816859,0.226357439772,-1.83441585312,-6.34420810917,2.18586061188,-0.244563543482,2.27916177251,-0.888020867111,-0.499381066772,-2.74376483928,-1.39229739935,1.46192698571,-0.878370451403,4.4374594156,-2.00072573645,-1.4741520667,0.970467798787,-0.14245482679,-0.0119118510851,2.03943507402,1.10653356484,-0.638441032383,1.56088675309,0.148447532347,-0.0816059177803,5
-9.71106339887,10.5333329034,-3.21471121292,-2.91535654014,-8.79042836085,-4.99957694392,-2.70045362773,-2.04387266939,1.3508769734,-0.378843088562,2.61515208778,0.828669872794,2.10416853156,-0.418764072254,-0.0630070196174,2.80637576173,-0.713340847757,0.221118216459,0.782361397305,0.190512034003,0.054804251091,-1.39182731601,-1.23937074064,-0.060678057281,0.654467670884,1.81266360466,-0.331619397997,-1.00036653249,-0.489111440341,0.134324220271,1.21314592935,-1.58882506337,-3.91801154445,0.371411805634,0
-6.25160672017,5.98750327014,-1.80275206445,1.50478623995,1.50685686214,1.75351079527,-0.523146541953,0.140673611969,4.15937191501,0.249369756091,0.684995653288,-6.76864503566,-0.419706342229,0.625261173515,1.07434001529,2.80829611739,-3.86104039927,1.12216497736,-2.08889597763,-3.74624872764,-0.340952032767,1.06835399227,4.01527324825,-1.24585178658,-1.40251251143,2.1497938064,-0.334812717707,2.53224283328,1.713020545,-0.597058529347,-0.0174195008649,0.998133061874,0.365082312582,0.193864730706,7
-11.0317399543,9.59800986623,-1.80786629216,-2.15570337171,-5.65867349259,-3.66921512541,-2.28213904594,-1.97656158782,1.46740764709,0.500548717267,1.71822148796,0.480046754609,0.357626458772,-2.36559555481,0.392482375407,2.73998912211,-2.09456656662,0.450129200242,-0.0772463207104,1.37702122502,2.60006153766,-0.421495647154,-0.523229522455,-0.244010107927,-0.105402991238,-1.35689165133,-1.3637894418,-0.452342349995,-1.53004879283,-0.318432850788,-0.158469042251,1.49397933124,-3.94853198325,-1.51728427403,0
