@RELATION Gabor_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
89.5537626935,22.7652734543,0.587671117547,1.29276908065,89.5537626935,22.7652734543,0.492721670695,1.05659417886,26
92.8255550725,18.6267355785,0.398177890244,1.06362933035,92.8255550725,18.6267355785,0.361882259963,0.951147505126,121
93.5173289383,17.1353313636,0.417234063928,1.14138567896,93.5173289383,17.1353313636,0.363117197856,0.955242897028,62
90.8544594818,21.6582302102,0.466509412913,1.17872222325,90.8544594818,21.6582302102,0.395945886176,0.957236256786,125
85.8036913141,26.7292442374,0.697673827146,1.36639153392,85.8036913141,26.7292442374,0.595754387177,1.10514101285,17
91.0320760653,22.0122247549,0.398163779597,1.01731239047,91.0320760653,22.0122247549,0.37927017576,0.962296130604,58
86.9448731913,25.4095345593,0.574556817706,1.11004802603,86.9448731913,25.4095345593,0.653599750523,1.27680750856,0
89.073776426,22.5339433113,0.782999744621,1.63087344826,89.073776426,22.5339433113,0.548959660367,1.1212234876,118
88.728655886,23.1370185497,0.644503733826,1.33565145786,88.728655886,23.1370185497,0.55236131838,1.11147057145,26
86.9482088754,25.5828671386,0.565115400796,1.11078980728,86.9482088754,25.5828671386,0.623316689754,1.23560743357,0
87.1096376771,24.1381304225,0.6875220598,1.32750302283,87.1096376771,24.1381304225,0.612195454875,1.13047655652,59
83.8447567988,29.2998678505,0.56951766855,1.0881060712,83.8447567988,29.2998678505,0.615965113828,1.18315623138,0
87.7283571954,24.8725181367,0.539295539449,1.0922479735,87.7283571954,24.8725181367,0.617323941956,1.25471032579,0
89.4140518939,21.2033129511,0.766808143916,1.54919958427,89.4140518939,21.2033129511,0.597932628305,1.14578378352,87
92.293985603,19.5549546532,0.438630523185,1.12795504776,92.293985603,19.5549546532,0.378058977588,0.93942333616,37
90.4450596345,20.6957718636,0.531258052129,1.20932721084,90.4450596345,20.6957718636,0.483380616019,1.0692939704,109
87.915051902,24.956527803,0.529570729899,1.0929795724,87.915051902,24.956527803,0.579577482824,1.20624623798,0
85.7728662904,27.5924914853,0.534254106321,1.0585771442,85.7728662904,27.5924914853,0.582289704622,1.16566283373,0
92.2666923457,19.925361201,0.36134873293,0.96379571503,92.2666923457,19.925361201,0.369199159601,0.978222806265,113
87.7600439102,24.9210893793,0.535901465272,1.08332031285,87.7600439102,24.9210893793,0.600870492354,1.22252060175,0
90.565858588,20.1989168763,0.554858787848,1.224443059,90.565858588,20.1989168763,0.521086957047,1.13821640821,109
85.3859738131,27.6406024902,0.565997555734,1.09118665335,85.3859738131,27.6406024902,0.61089759566,1.19354813587,0
90.0704875144,21.7619152031,0.4681502036,1.11217411532,90.0704875144,21.7619152031,0.433529205568,1.00482322302,94
92.9687875823,17.0926007902,0.489658582681,1.20434805139,92.9687875823,17.0926007902,0.439527508637,1.05417135391,90
92.4127203315,17.6566025185,0.5141528819,1.25577728464,92.4127203315,17.6566025185,0.443512943952,1.04051967945,64
91.070434824,19.3849510158,0.632195280442,1.40343349947,91.070434824,19.3849510158,0.528193572884,1.11882381915,25
91.0952012771,19.4778065102,0.631251329275,1.39550761507,91.0952012771,19.4778065102,0.531510268386,1.12790958301,60
90.9718511033,21.6922330702,0.566878960411,1.39490171905,90.9718511033,21.6922330702,0.390054445728,0.941451098319,14
90.8525667415,21.3873415752,0.500981276521,1.20100029013,90.8525667415,21.3873415752,0.430158008083,0.995428700916,61
88.4018189833,23.4055572323,0.820048453463,1.65692259983,88.4018189833,23.4055572323,0.55312805049,1.11399423286,118
94.3702183278,16.1413192603,0.307737968874,0.910427853341,94.3702183278,16.1413192603,0.306115892649,0.904040661563,110
88.790026891,21.565253635,0.657294195285,1.32921371483,88.790026891,21.565253635,0.599057977474,1.17222217579,111
90.9831983756,20.4203937661,0.655308418682,1.50902839295,90.9831983756,20.4203937661,0.467529604297,1.0372551447,89
90.4964548077,21.1801806389,0.507227935298,1.17661127362,90.4964548077,21.1801806389,0.441194229178,0.994121794958,63
91.8572325729,18.549542544,0.584615382396,1.37200344673,91.8572325729,18.549542544,0.466676022665,1.04239556433,88
90.1835704578,20.502305394,0.588304295693,1.22670560198,90.1835704578,20.502305394,0.575941243829,1.1746242435,85
90.9631567449,20.3007693347,0.48322251153,1.07776858706,90.9631567449,20.3007693347,0.484912480011,1.08964535417,1
87.427762713,24.9472145395,0.552305603616,1.0857004493,87.427762713,24.9472145395,0.642957177686,1.275692719,0
87.1028727726,24.4501009174,0.669294509208,1.29717178487,87.1028727726,24.4501009174,0.611598045734,1.13509949243,59
91.5672669947,19.0032247124,0.589736286278,1.36189521823,91.5672669947,19.0032247124,0.493418797474,1.08747687664,25
85.2676907362,28.4360941438,0.520278741393,1.06059462883,85.2676907362,28.4360941438,0.559698474986,1.14245833266,0
86.4297749571,26.3351735528,0.55402486763,1.07434582356,86.4297749571,26.3351735528,0.621070246092,1.22165193936,0
88.1338449468,24.9482205432,0.517907926477,1.14213063377,88.1338449468,24.9482205432,0.488286078915,1.06443072289,92
86.8701994055,25.7637838291,0.552889978743,1.09189144776,86.8701994055,25.7637838291,0.610997235772,1.2115770361,0
91.9753551137,18.070336118,0.576563959667,1.31232136334,91.9753551137,18.070336118,0.502236648923,1.10424026951,90
88.4804379821,24.7805981766,0.466249141497,1.05424247545,88.4804379821,24.7805981766,0.453130431213,1.0054632816,108
