@RELATION Gabor_32_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
5.93407307919,6.20020501421,-0.879087657725,-2.6824717256,1.03042485867,3.30821296436,0
6.27859479362,-1.4957340437,-0.416645678035,-2.25377873709,-0.108181125827,-1.64074165116,1
7.39255605082,6.44085181548,-2.19915260783,-3.12866282231,0.0475477190432,2.55684883777,0
-3.06846332503,-3.38256740766,3.51352831192,2.11356059173,-1.10746266193,1.31993837292,3
6.68062672112,5.42810924286,-1.2898471893,-2.68260406106,1.49409414752,3.71810408182,0
-1.16637714058,-4.44987381819,2.93133983659,0.555592447161,-0.975774951444,1.32498806288,3
2.34863660543,3.25203239762,-1.14024560685,0.00489407585503,0.701720688828,1.93920890537,5
6.28445604737,6.75231047647,-2.43142197857,-2.58289837333,-1.53347013918,1.60264151155,0
-0.450805419588,0.9360227121,0.147342771428,-2.00975745024,-1.21105537261,-0.774586507176,7
5.87004100582,7.17743239215,-3.02122568163,-3.49960615544,-1.05009873184,0.0267484577869,0
-7.0113678791,-6.2695518609,2.46857443589,-0.81878124627,-2.07014150871,2.53096473402,8
-0.935254672878,-0.24851047131,2.09969229931,4.44311958597,-2.34649546939,0.77315807708,9
7.22773983799,5.90472866549,-2.24129364653,-2.7657837814,-0.0515966058613,3.39858614749,0
-1.69494724805,3.81722799877,0.453229319326,-0.395468994396,1.09034458374,-0.399852991738,10
0.249336345356,-0.94464404025,1.97217663995,4.35083460351,-1.30679261082,0.0247331740777,9
5.88685323219,5.85703274273,-1.39343117428,-2.29334503792,1.49236546672,3.12534890043,0
-6.90927834658,-6.2528107239,4.41585428332,-1.8494121452,-1.81011853195,2.71636365568,8
1.78644658339,3.29832338534,-1.27244695189,0.24174412242,2.59382101291,1.7402531056,5
6.5653175164,6.3903913773,-2.47856435777,-2.64824388084,-0.129395452914,2.25793927679,0
-1.64993513986,4.06866176623,0.263547539542,0.549359250793,1.27104657934,-0.461039815248,10
0.198884717846,0.85894989828,0.554937190688,-2.78432572277,-1.27798679784,-1.29688072118,7
2.29357384942,-6.92775594836,3.36962948602,-1.39832906322,-0.0979991960234,1.06374533785,11
0.126618300704,-3.77421055371,5.8855981369,-2.98529415002,0.0409463364299,-0.630933898225,12
5.57113144295,6.68503916271,-2.36249216638,-3.0405328775,0.0578007557123,1.69030249031,0
2.06393992002,-5.59411210158,3.88309354309,-1.93211948569,0.66718488232,0.561697691555,11
-4.04749259355,-2.92982285913,5.40057104818,-0.96667122357,-1.6118473478,1.08705413323,12
7.52519695803,5.3739032119,-1.67471543253,-1.41978906662,0.121773463004,4.00485415991,0
2.77375333596,-0.501960527613,-1.81570566033,-0.167090893763,-2.05086732589,0.614275088718,0
-7.7782011996,5.56776811228,-0.336976916319,-17.750234079,6.5080320674,15.0915255544,13
6.52562510907,5.75284306437,-2.22398923512,-1.59636512556,-0.162816157197,2.2296762793,0
-10.6714043747,1.31873300558,-0.503357412314,0.214817613116,-0.992780783246,1.24214594439,14
-8.94674101111,7.91445140656,1.14464545423,-16.4368715243,5.44612314358,13.3498533534,13
7.98924431949,4.80583437257,-1.13581096013,-0.830468373101,0.707006820017,4.70499764414,0
-10.598665857,1.1708762507,1.8770615046,-0.565594230866,-1.10411104469,0.993669581529,14
-9.29071195966,8.29708311571,1.10547439588,-16.23216574,4.8897998957,13.0277244764,13
6.68383161561,6.45621998136,-1.80360540859,-1.93728034753,0.200676878864,2.47117946618,0
6.37669953124,6.49735887826,-2.70671880447,-2.67848825372,-0.491187172677,2.34742153976,0
6.69065006682,5.53515284521,-1.4648202475,-1.91699260372,2.31774811745,3.14693152622,0
4.76128758494,-1.45743153525,-0.713702399194,-0.377731400475,-1.02045471055,-0.803500151052,1
-1.13834715685,1.87522877359,2.2453510893,-1.62595940492,-0.565624821384,-1.33111405202,16
6.66645346891,6.33574820252,-1.94529738316,-1.85199943451,-1.21624158001,2.04184808214,0
6.54619097633,6.19982804425,-1.94722588908,-1.80056196048,-0.402046019759,2.06669343895,0
-2.07914026396,4.63921656315,1.25272420886,3.03990694148,1.86508061871,0.634896120531,17
7.39659098214,5.08559544449,-1.26780986692,-1.09557110341,2.06963041756,3.87327227384,0
