@RELATION Gabor_8_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
3.09358052757,2.14693204158,-0.0724052424444,-1.53997331353,0.0310194295675,-0.789035335683,26
-2.05187786161,-2.10411013105,1.05196264684,2.98055635117,0.914810071915,-1.06943530043,121
0.396062301433,-4.41621110853,4.09533967014,1.86851622254,0.784319533657,0.521403042767,62
2.49808670946,1.97676419556,3.00507612174,0.705416418459,0.757178952225,0.0184565554525,125
2.92477543182,4.84492487362,1.56036023304,-3.74213802055,-3.22029358388,1.04522104313,17
-1.81605575283,3.25800007588,0.0516234860196,2.49105774741,1.30402940751,-1.9184655959,58
-8.3860737627,3.51299795902,-1.80914251697,-3.575244876,2.39736900707,0.573154118858,0
9.14290783017,-1.73463641285,-4.33741951012,-1.8206645266,0.702578668099,0.970633418619,118
1.70506789419,1.50082658898,-0.735912519625,-2.78784102824,-0.808214020954,-0.654362167078,26
-7.40830619408,3.77924459676,-1.50405996005,-2.63651601328,1.88767618962,0.686143944502,0
0.092790039673,1.21389160418,0.371606387316,-3.61816872211,-4.42432933831,-0.276023872054,59
-8.25417660352,5.26086386873,-0.231328196031,0.692633767676,-0.792106652748,4.11913604429,0
-7.69903328689,3.66038573758,-1.56755686825,-2.95146465327,3.55781151822,0.47347773106,0
6.15044527826,-1.80050734994,-0.329137310673,-5.40006227147,-1.90763465904,-0.53337065977,87
0.746393499517,0.316301198352,2.41734365948,0.681076432351,0.0511516863479,-1.91423394421,37
-1.2175369831,-1.97834829113,0.725244538207,0.352990414578,-0.259842263389,0.54535773323,109
