@RELATION Edge_12_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
-13.3971662943,-5.00509047574,-1.99590821384,-1.06343576432,-6.92603454844,-8.72142526786,-1.38759492476,0.764741964932,5.48545039576,1.28878977822,-0.293365730171,207
-11.4380311934,-10.7532600414,4.56236199072,-0.268422904848,-0.350795022865,7.48064957581,-1.17025187681,0.777063071268,-0.470708486081,-5.62681456075,0.472893845892,0
9.14138133947,-1.68925984557,0.185447572325,0.154591437762,-0.659409542489,-0.563773889653,-4.6458959382,2.10513052642,-0.171227023763,1.10038472649,1.42002389022,154
-3.03187324356,8.66010185814,-3.06237321537,-1.01198323114,0.991836970842,2.86947797958,-3.03169428855,-1.22446280019,-3.38594475185,0.860931642458,-0.652332485307,164
5.68137951219,-4.01435443751,-2.08347128044,3.2905715871,-0.0887316931842,1.01765262936,-2.50474396725,2.45497104166,-0.937261292632,1.4336108763,1.41883165014,118
-4.74866551978,1.40439633069,-0.0245643906993,0.577585774026,0.545505168486,-0.599908600086,-2.822185822,0.24405144039,1.43558118651,2.26411833308,0.988113112538,172
-6.38400192344,6.22500439163,-9.93372169612,5.7829677468,-2.056776974,2.17237332931,-1.16162866711,-5.51757220467,-3.31578555733,1.06582016523,1.26010016029,184
-2.58375761332,4.51676564984,-6.76524256516,8.44987134442,1.46722160167,4.49069204152,-1.85979950865,-8.59136535816,3.31245534186,0.724376948988,4.4023951885,190
5.71590578335,5.26541540031,7.18259641387,1.23493420668,-4.59287192211,-0.544879779242,0.700519547089,-4.85296759114,0.268387926057,-1.44640099526,0.887933314735,203
-0.00565169947677,4.25172562075,7.17709978389,-0.11129975246,-1.3391071384,0.670429567432,2.36354836642,-1.46568627337,-0.864378349054,2.80308599606,1.13270326115,108
-15.2289087363,-6.78819830926,0.620806865374,10.908990111,14.4991394147,-9.66677936384,5.47789168333,-3.83176086051,-3.71598126944,3.07726887699,-5.99924292169,127
7.1361078962,3.3801754416,1.20357016419,0.925135604118,-1.33843838241,-1.17569676298,-6.22704739948,-0.72700563023,1.89419801581,-3.18477140529,0.382249271923,152
14.5213606642,-7.08043063362,-5.96509902601,-12.2325874033,-8.33355256564,-5.67956329719,0.918388098339,-7.01271122816,-2.78528762941,-4.67248506698,-3.93446234678,13
4.42704643171,2.6831501032,4.17480271497,3.52278183515,-0.710027397026,0.599398727323,1.7883009749,1.43789226056,0.419510360624,-0.842127964344,-0.317876426821,61
