@RELATION Edge_8_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
-12.9798143776,-4.53398603763,1.64399048557,8.04715791586,-8.67279587669,1.68546719873,0.916823445148,207
-12.125599863,-6.80131775377,5.68696711699,-3.61572628896,6.72866808474,-3.03750806238,5.22362359515,0
9.05030884909,-1.26675135556,0.428350959061,4.31232321601,0.454838888357,1.44645522678,-0.105151611565,154
-3.08155535637,5.95024331258,-5.50787221153,-0.487023827375,1.96910468335,0.687565082705,-1.47863346536,164
6.85633984024,-5.47324714024,-3.55023366867,1.33766835492,0.958477184297,0.91502221295,2.06458121667,118
-4.95506653828,0.596173211323,-2.77550172869,0.382489104003,-2.09688708819,0.813315013814,2.73569751345,172
-3.87648708323,-0.0598957299425,-10.1599815794,4.38697548536,-0.277225929374,4.55091441519,3.6184546305,184
1.31873903376,0.899513029584,-12.8158803286,0.605392523132,2.02348147159,4.97507601924,9.49260991779,190
4.78153966541,6.96502370357,8.41513779761,3.58676201169,1.41264496012,1.79787767036,-1.54175576099,203
-0.806717770465,6.26300641825,4.04934327732,-1.2493945625,-1.01938902852,3.72941213688,-2.36773966298,108
-11.4635377662,-9.6171473627,0.438226510624,-6.37694582857,2.93762126308,9.55197206615,-8.43831619979,127
6.80983380984,5.35464792229,1.7888261344,6.63922105115,4.85483445269,0.920467446629,0.181911982826,152
11.8605957738,-6.08664555209,1.09962073698,-1.72275206649,-6.37764777792,-2.64910620634,0.601465300849,13
4.66323249845,3.93745468676,3.48192508409,0.630629166892,0.282245496395,0.623317990549,0.934836416817,61
-14.9855524312,-9.74957138509,-0.916724223987,7.31123353284,-6.63251306832,8.14014575099,-3.26143972981,155
-0.29153289241,8.15307758965,-3.57211322648,-2.89619234905,4.93724303357,-3.18094017888,-2.51761903096,192
1.84021518878,-3.04579367912,7.73005378387,-0.633706327629,2.12137909866,3.76979034367,-2.18593251656,173
3.38420454277,-1.17832279474,2.2415629918,-1.98221463054,0.177421250213,-0.658696493597,-3.16778232222,37
-1.93215883007,3.08488078248,-3.99231399078,-3.09317524397,1.00634846695,1.82810819872,3.17121130886,109
-5.81081180435,0.840373444997,4.01569363612,-0.175493699807,-4.05395038781,-2.24388217078,0.179504571213,58
3.11233769696,6.02928739267,0.112774844834,-0.334107406983,-0.225835440129,0.611787466248,0.482811201478,125
-4.26989837191,-0.84898958165,1.10023890659,0.520743396487,-4.01434239703,-2.9114097668,0.867427482454,7
-2.32284486709,1.42129027986,-1.43611607764,-3.37906157238,-3.16106597949,3.33656755068,1.53203087019,63
-4.23626914575,1.5530708234,-4.2227971122,-2.8270828107,0.421251514622,1.15572620673,2.5508133175,186
-3.26905879484,3.14621425946,-2.94184464141,-0.650190422946,0.374183050181,0.668785962204,1.59613555727,112
-2.29940920896,1.48942626158,-10.8782538364,0.613420820951,3.94877034993,0.110411758439,-1.17601928536,157
-3.50070060219,4.89506981748,-4.61856755913,-4.87612753557,3.53289919606,-3.95875089503,-2.60699906513,168
-3.72232192182,5.32840497956,-5.01969924183,-6.00260357471,-0.917616232183,1.14506838068,3.2971752277,109
7.77853529286,-3.18448912598,1.47876138564,0.104547631946,-1.86156902417,-0.37378003681,-0.0702700533897,123
8.58175477164,-0.0307391174233,2.81500085907,3.85286628747,-0.63037402495,-0.823248973996,1.16338300216,89
5.41349327452,6.26362273525,3.75809972993,1.43362052915,0.635769953857,-2.4923687701,-0.527824708135,174
7.03722894819,6.21627836485,0.548548865999,6.08456832286,5.33890186658,0.829653140076,1.14422640923,88
10.6857478012,-6.37435191301,0.277106449237,-2.65750671472,-2.75043479805,-1.03323503133,-3.59389205177,153
-6.66311808802,-0.459326260499,3.98445204671,-3.68195449145,0.817036429546,3.25787991604,-0.21802913313,117
-11.4846031477,-6.844596777,4.97029130277,-2.88130863587,2.80117521018,-3.95527763189,3.41557975997,0
-0.805648318028,7.1963537069,2.6823843721,-1.45972029257,-3.86235491954,3.89969509551,-3.33978427913,166
-2.93745193037,-1.83586533963,-10.5642334007,6.82740445634,-0.892220947244,0.27750272632,5.4051197651,195
-1.776648987,7.51384902169,-1.8580070164,-1.33319310535,-3.96870275288,1.28210549967,0.855897717819,94
-0.335000954929,4.60683889347,-1.62361814786,-2.66089926692,0.990519345726,-0.262939823643,0.101662628781,90
-1.97915074937,-5.92805320654,0.227838273536,-6.29626941569,3.60825777932,0.718497650273,-1.70511378313,133
-12.5751015454,-6.14274713157,5.54116317295,-1.08939953561,4.50277056116,-4.55184664678,4.27870151983,0
9.79678715998,-5.49004593941,0.200237094278,-0.742407135311,-1.5092611824,-3.78224652703,-0.816965738412,151
10.7842837695,-7.03231158062,-3.36296036053,2.01630586275,-0.886717294483,-3.550653911,0.31593692142,130
-4.91711934516,1.25861718135,-2.07996244011,-2.41053286132,-2.72590578252,1.54691055152,4.67331681646,113
-10.5393963978,-5.79583655241,5.18504308042,-3.55521823418,3.39558603074,-3.11175552405,2.2786518217,0
9.89069786819,-1.98130507223,1.48207806147,3.41775093969,-0.904764309981,-2.35946513529,1.36260510017,89
-3.65305159179,4.50465919456,-4.80122673375,-1.51153450113,-4.52841945128,-0.807129643567,0.0321367406707,150
1.37619533612,5.0921661531,-3.96982919199,-1.62025749893,3.84615122155,-4.19268179151,-1.62776603645,64
5.1408199956,4.08100920436,3.61845225116,0.991465927946,0.161718286813,1.43770248684,0.442702123365,61
0.293148289603,5.06963423556,-9.00162666133,1.41956305543,3.24433134787,2.79990619954,3.10936172413,161
-6.28543753455,3.76978797093,-0.852016645823,-0.496713792831,-1.88423443307,1.51126400224,1.64263589328,126
-12.6319890449,-6.40172157584,4.23192458396,-1.59452870618,4.02001287825,-3.39271118137,6.48581693632,0
-12.7873619019,-6.27284086685,5.76970850541,-3.46120569786,8.01012885259,-2.88159167696,4.18485459358,0
7.23533225159,-1.35335426676,0.194842030855,4.19602940411,2.23282467758,-1.45186567966,0.673460383051,87
-11.1732450351,-5.95490169102,5.41217789951,-4.0419460424,4.05050457735,-2.70904505981,1.6506172276,0
2.61098700703,10.0675872763,-5.6711982436,-3.94249028566,7.37018521475,-6.87333566442,-2.68722518333,11
10.6578980587,-6.25901476319,1.07774599979,-2.91548137935,-2.82017894131,-1.68305142509,-3.44933323925,153
-2.96890227405,7.15931384663,-5.5523949217,-0.44566249307,-4.28034219272,-0.659182312378,-0.62339333906,150
8.25861138487,7.17276119921,10.3472079446,5.34286966973,-0.621946054673,3.92485091074,-1.81784470743,17
-0.906184793417,7.68464256649,-1.34496704378,-1.01136422055,-3.20027495168,2.26734133401,0.253899960142,94
-0.840511857155,-5.07127503469,1.32981371591,-5.2020294705,4.06524869253,0.976165828909,-1.17211616214,133
1.02451978103,1.87930513482,1.04265710638,-1.41999229744,-2.91137066385,1.3404512122,-0.239069382076,10
-3.35526165004,7.42461576074,-4.18843819934,0.663111078084,-3.97978620594,-1.35197903753,-1.55713517459,150
6.16177778261,-2.10756080802,-0.828329602266,1.37522202577,0.637607574171,-0.909594408602,1.07551289849,123
-5.40867439336,1.80171887855,-2.1859182031,-2.01522680892,-3.59471396589,0.400991203912,0.675632434786,113
7.09605324931,4.48773693297,1.14119457229,6.07404979286,4.17028929663,1.26226924644,0.991560582475,152
-12.7275398044,-5.79707462249,4.41816389833,-1.28668034356,4.10136338534,-3.7204379762,6.89178865514,0
5.27641927496,6.8806840376,8.71552668896,4.67707772132,1.62675537793,2.13226744958,-2.13969621958,203
3.6347260673,9.51406532239,-5.0378150999,1.16700389995,9.2435394399,-2.70525604279,-3.18145385877,11
-2.78308903529,6.48567019036,-0.275557691703,-3.43404867665,-5.47418395871,0.434226931467,0.589790676444,121
5.78834945957,6.95143784333,2.01983763484,1.79407935301,3.64338473141,-3.19638719087,-1.17157635777,174
2.93216670421,6.34358728968,-2.12011224488,1.98462548426,5.13587876319,0.365990569357,-0.949483670013,171
-4.24000992911,-1.18370632693,-4.0367642621,-1.56135324079,1.44848379546,0.683651358116,0.926651863165,85
8.15659294832,-0.996070627902,5.87371238891,-0.0224692622832,1.5668221482,-3.10547649331,-2.84748535219,19
-10.6221487576,-6.30430174301,4.06032846151,-1.63781035909,1.31897052854,-3.5247300599,1.61535598442,0
7.03483350817,2.52510246917,5.02917747281,-2.11919285108,-1.22880694158,1.08278864587,0.566407305334,177
-5.4974519281,2.82623689433,-5.50152553389,3.74552790293,-4.30345409671,-1.05770887128,-1.94966564327,159
-12.8620753341,-6.14560296048,3.96375898197,-0.855782154389,3.10811135522,-3.79108968566,7.19207771621,0
10.1286608721,-5.34318194116,-0.679287320728,-0.0345255148331,-1.49025821996,-2.97552449152,-1.88532613079,153
-2.93292737511,6.25646950512,-4.43461182225,-1.25586218147,-4.11455388674,-1.1929450317,-0.794156873223,150
7.33877137151,2.13447033473,3.01916170918,3.58184368952,1.71252677631,-1.34075977058,0.632355496369,66
9.23101896882,0.158728765081,2.92327265075,3.21923448568,-0.0793678429194,0.494051093138,-0.24662850741,154
0.255023183126,4.77757271259,-3.05681193239,-2.25503205241,4.38314362107,-4.12763554169,-0.633378003003,64
-4.55186736636,1.64011667709,-8.46952191777,-1.11662590096,2.50873949,2.50361429425,-1.26767897703,65
5.13284966176,6.81992725955,2.61378961769,0.792338110112,-0.546069137181,1.00233271275,0.618833555441,125
-15.6896253945,-9.36628204913,-0.278604556218,7.03124585126,-5.28985159326,8.25163424543,-3.95358586382,155
11.490792774,-7.78709646401,-3.32774087764,0.57038590601,-1.92600443031,-5.04548288392,0.373104616576,130
3.05976041181,0.944556523761,-0.865525518741,0.232666447839,0.78580130245,-1.62762983699,0.73828040602,60
-2.01824436234,-0.699669173974,-7.01177586426,-4.88804411901,3.72119947984,-2.26093230424,-2.11645396794,140
12.169163135,-7.5341935772,-0.501293103023,-3.91391181776,-4.28796784483,-2.73401440342,-2.96574058101,153
-5.86745829419,-1.55062199451,1.02345980231,0.987095973615,-0.911135783684,-2.41761566684,1.68535200596,0
7.12363377094,-8.20814075552,-1.93179827482,-4.91507467398,-2.78481875217,-0.03584674217,-2.50865063741,95
11.1094405689,-4.83523580341,2.25745064311,-1.75024092212,-2.85369637824,-1.00107807495,-3.10556033725,153
-7.61033176922,-0.407828066643,4.24673539387,-3.06888876021,-0.708314335994,1.80195728831,-0.199084577462,117
-2.08591083069,1.46366950091,-7.56868445533,-0.458679338817,2.37631294775,-0.469770014072,-3.11457362505,197
-0.645239941934,6.36406065067,-3.15449024238,0.673946388588,0.628125470804,-3.9154096763,-3.01189542522,187
6.86527724844,3.66572998466,4.89891289969,5.10606448716,1.30963108069,1.34007510341,0.82898341013,12
-4.06470425014,2.09011192894,0.997221735926,-1.81837648921,-0.670347351341,0.98844301271,-2.18692699088,158
-5.53655109949,5.8969631645,-8.17339664217,-3.5418958297,-4.6098122167,-2.36146171919,1.62469485817,1
10.8470386962,-8.99024604037,-3.23291916011,-2.76495123059,-2.17710623169,-3.45650589941,-3.50138556378,151
-10.5033216224,-4.98538182779,4.700864637,-2.64919457103,1.9526227125,-2.78080780351,0.78475106585,0
