@RELATION Gabor_4_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
-3.62671932746,1.28640533625,2.34856929669,-1.44806774748,0.183892918072,-0.0425128829984,-0.0745015702264,-0.871222944742,0
-3.53469262285,2.45788248663,0.474346942934,-0.91259858724,-1.82507371115,0.496758023287,1.61073820657,1.13615615577,0
-3.76965924217,3.28697264225,0.121665035656,-1.09210391188,-1.73085307626,-1.44474057691,0.265743030398,-0.536712349833,0
-4.5029334764,3.17808101167,0.42574859872,-0.236127997604,-2.07610412454,-0.766336775129,1.30315792092,-0.578241243187,0
-4.90913236781,3.67474467013,-0.801150885909,0.228134349345,-1.70331897694,-0.652580342341,-0.387245934075,-0.950348446587,0
-5.04423540602,2.80764499788,-0.297054160108,-0.871444196043,-1.10441569929,-0.305822462764,0.685583941043,1.28267315147,0
-7.41626568198,-4.3151240261,-1.04687101283,-0.0745348510681,0.503244754096,-2.62425750097,1.66192340523,-2.13474161637,1
-7.09694314456,-4.86227371906,-0.717660541271,0.102915844052,0.983775871831,0.827558326506,-0.898211916161,0.428021860049,1
-7.38430262901,-5.15923427731,-1.1655912085,0.568353308223,-2.32513719469,1.75927348904,-2.19234586408,-0.982386973408,1
-5.95220827571,-4.91104781054,-0.957836269254,-1.78076805058,-0.971025024046,-1.18546345365,0.317987530588,-0.495496310261,1
-4.19703974366,-4.09093713181,-1.7472648711,-2.64269644899,1.89333386149,1.80685097703,1.46809142296,-0.0866224887183,1
-5.35863955124,3.98553120093,-1.19183110666,-0.207121177265,-1.88893002417,0.0574371684758,2.10817075578,1.83809729293,0
-6.12863502222,3.86947479558,0.27235241469,0.0293106492934,-1.59595034218,-0.937853763948,0.332406148942,0.37316539049,0
-6.24163269969,3.8562733306,-0.277092698772,0.544028952185,-1.12719564128,-1.14531639175,1.49763759544,-0.701661138976,0
