@RELATION Gabor_4
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
-0.181068,167.687,0.136696,140.695,-0.10275,166.993,0.0207131,131.394,0
-0.217571,150.496,0.155984,136.682,-0.370239,156.713,-0.0382203,133.618,0
-0.437454,143.689,0.0975387,134.561,-0.138272,158.488,-0.0292341,135.915,0
-0.447451,157.478,0.142094,142.41,-0.26565,169.997,-0.00940946,148.442,0
-0.386419,155.398,0.148012,140.159,-0.0880187,165.307,-0.0338124,153.755,0
-0.176839,154.905,0.11758,126.191,-0.262121,157.027,-0.0490774,143.201,0
-0.495974,245.875,0.0547767,128.224,-0.138299,133.952,0.109007,154.129,1
0.0485833,253.38,0.168419,133.275,-0.0771121,135.23,-0.00154192,152.941,1
-0.297088,264.137,0.278236,140.878,0.00245751,137.724,-0.0701568,160.884,1
-0.406007,228.299,0.0939504,115.758,-0.122441,114.336,0.00309304,129.345,1
0.0799896,186.74,0.116819,92.5232,-0.215322,85.4777,0.0800277,101.351,1
-0.2109,145.176,0.13469,125.425,-0.433354,158.162,-0.0494691,150.351,0
-0.319102,164.507,0.133314,137.797,-0.213589,180.986,-0.0459694,162.959,0
-0.392697,165.039,0.124472,137.816,-0.259178,177.429,0.0183438,165.541,0
-0.399446,152.618,0.119241,126.614,-0.0713371,170.122,-0.0597036,141.013,0
-0.479219,139.038,0.105339,115.561,-0.0765208,139.529,0.0114325,126.442,0
-0.17134,142.556,0.127798,124.499,-0.0607838,157.557,-0.0901222,139.282,0
-0.100324,150.693,0.129607,129.803,-0.0852056,172.971,-0.0585215,156.029,0
-0.480461,116.462,0.0988896,96.8328,-0.357111,124.66,0.0265738,122.335,0
-0.0426469,145.711,0.117228,119.813,-0.0968469,168.006,-0.0982087,145.231,0
-0.404238,138.789,0.153384,125.61,-0.201331,179.384,-0.0804883,160.387,0
-0.21551,143.098,0.114302,122.235,-0.0684592,167.748,-0.0682996,145.677,0
-0.0615894,187.466,0.0428759,160.552,0.0626196,114.849,0.0609549,95.3748,3
-0.223004,181.209,0.131286,201.437,-0.0495048,118.976,0.00630709,109.539,3
-0.0956623,172.853,0.0703133,167.459,-0.0504207,105.751,0.0085818,99.2062,3
-0.162316,143.371,0.0687218,161.998,-0.00557918,111.379,-0.02091,102.478,3
0.0169105,147.444,0.10155,174.817,-0.130399,112.771,-0.0295718,89.4379,3
0.108715,163.631,0.154718,211.543,-0.107566,124.789,-0.0606124,106.581,3
0.018619,154.394,0.0718244,185.006,-0.0716805,115.162,-0.0129406,100.926,3
0.260379,153.109,0.110799,202.219,-0.0230634,124.119,-0.0404773,97.216,3
-0.123746,182.362,0.126271,203.473,-0.136712,131.383,0.0203176,111.526,3
