133453.0,12044.0,767125.0,127780.0,17693.0,759878.0,132603.0,13008.0,765136.0,127189.0,18418.0,759287.0,0
59771.0,14194.0,783442.0,58641.0,15293.0,781333.0,66310.0,7751.0,789732.0,56372.0,17689.0,779064.0,1
225813.0,19664.0,1339068.0,217260.0,28170.0,1328858.0,223329.0,22299.0,1335667.0,213250.0,32376.0,1324848.0,0
140666.0,33749.0,1813804.0,123750.0,50642.0,1795249.0,149603.0,24893.0,1822209.0,143915.0,30580.0,1815414.0,3
190440.0,16797.0,1059407.0,182274.0,24911.0,1049626.0,187890.0,19449.0,1055852.0,179867.0,27467.0,1047219.0,0
118547.0,29070.0,1637593.0,105411.0,42171.0,1622854.0,126253.0,21459.0,1644670.0,118872.0,28840.0,1636315.0,3
126140.0,19549.0,876049.0,121392.0,24277.0,869816.0,133216.0,12637.0,882136.0,123859.0,21983.0,872283.0,5
197558.0,17873.0,1285893.0,189971.0,25442.0,1276674.0,195761.0,19849.0,1283176.0,187244.0,28364.0,1273947.0,0
141408.0,22808.0,1666429.0,134423.0,29767.0,1657914.0,145902.0,18488.0,1670379.0,135593.0,28795.0,1659084.0,7
149430.0,13604.0,1052591.0,143786.0,19212.0,1045338.0,148476.0,14704.0,1050588.0,141654.0,21523.0,1043206.0,0
134011.0,30423.0,2164293.0,111272.0,53138.0,2139978.0,135530.0,28946.0,2165636.0,139758.0,24716.0,2168464.0,8
102182.0,18268.0,1021629.0,89939.0,30476.0,1008068.0,102936.0,17564.0,1021823.0,101806.0,18686.0,1019935.0,9
179823.0,15838.0,1028545.0,173255.0,22373.0,1020425.0,177907.0,17883.0,1025688.0,169951.0,25833.0,1017121.0,0
115308.0,17276.0,994694.0,108649.0,23902.0,986744.0,120144.0,12654.0,998854.0,113524.0,19273.0,991619.0,10
105860.0,20309.0,1099100.0,93595.0,32531.0,1085502.0,107579.0,18636.0,1100293.0,104570.0,21640.0,1096477.0,9
218426.0,20162.0,1235557.0,209915.0,28643.0,1225423.0,217115.0,21605.0,1233359.0,207277.0,31439.0,1222785.0,0
146451.0,31909.0,2649004.0,122373.0,55965.0,2623215.0,147437.0,30995.0,2649832.0,151769.0,26662.0,2652611.0,8
146425.0,21829.0,949252.0,140749.0,27468.0,942037.0,153539.0,14798.0,955422.0,143224.0,25106.0,944512.0,5
209682.0,18696.0,1260317.0,201684.0,26654.0,1250586.0,207371.0,21149.0,1256935.0,198155.0,30364.0,1247057.0,0
130575.0,19259.0,1069199.0,121887.0,27913.0,1059095.0,135001.0,14961.0,1072892.0,129084.0,20874.0,1066292.0,10
195683.0,31103.0,2544364.0,185851.0,40924.0,2532845.0,201730.0,25262.0,2550140.0,188000.0,38990.0,2534994.0,7
93160.0,30327.0,1640590.0,83437.0,40038.0,1629588.0,107090.0,16583.0,1654417.0,95512.0,28147.0,1641663.0,11
157849.0,32820.0,3300976.0,138525.0,52119.0,3280827.0,164797.0,25965.0,3308903.0,161825.0,28934.0,3304126.0,12
178935.0,16077.0,1117381.0,172047.0,22950.0,1108858.0,177455.0,17673.0,1114929.0,169658.0,25468.0,1106469.0,0
90401.0,27028.0,1530544.0,82799.0,34612.0,1521653.0,103320.0,14401.0,1543136.0,91009.0,26711.0,1529863.0,11
179407.0,37115.0,2985654.0,157024.0,59466.0,2961481.0,186945.0,29727.0,2992994.0,185596.0,31074.0,2990053.0,12
201611.0,18146.0,1105578.0,193618.0,26111.0,1096033.0,198755.0,21143.0,1101842.0,190045.0,29851.0,1092460.0,0
147552.0,24443.0,1439674.0,139127.0,32844.0,1429608.0,150153.0,22015.0,1441416.0,139153.0,33014.0,1429634.0,0
581273.0,27524.0,2368649.0,560850.0,47925.0,2346574.0,581653.0,27256.0,2368999.0,586765.0,22108.0,2372489.0,13
188302.0,17427.0,1138633.0,180154.0,25562.0,1128771.0,185519.0,20387.0,1134725.0,177262.0,28639.0,1125880.0,0
165297.0,25435.0,1592290.0,146160.0,44540.0,1571734.0,167491.0,23321.0,1594191.0,171370.0,19438.0,1596944.0,14
572685.0,26046.0,2485018.0,553244.0,45461.0,2463844.0,573102.0,25736.0,2485327.0,577916.0,20914.0,2488516.0,13
161921.0,15191.0,853183.0,155588.0,21464.0,845348.0,160066.0,17149.0,850329.0,152456.0,24757.0,842215.0,0
198174.0,32050.0,2240331.0,175533.0,54672.0,2216137.0,202770.0,27521.0,2244872.0,206346.0,23942.0,2246950.0,14
603368.0,27844.0,2668217.0,584047.0,47117.0,2647210.0,605037.0,26243.0,2669990.0,609524.0,21754.0,2672687.0,13
166531.0,14863.0,974624.0,159831.0,21504.0,966437.0,164517.0,16944.0,971749.0,157345.0,24114.0,963951.0,0
178761.0,15426.0,1071807.0,171858.0,22299.0,1063345.0,176218.0,18113.0,1068327.0,168804.0,25521.0,1060291.0,0
