15.1532,13.5571,7.6018,5.3601,6.8504,3.8984,9.1156,4.1189,11.4544,2.7462,11.2351,8.909,0
8.8397,8.2081,6.6544,4.7585,7.6542,5.5591,13.4954,7.051,12.8558,5.4431,10.9768,8.5038,1
15.8537,13.3016,6.9224,4.5247,5.6866,3.315,8.6843,4.2356,12.4282,2.8307,12.5014,9.7158,0
8.146,9.2504,8.0842,7.1562,10.4532,7.0784,10.9189,5.3201,9.2935,6.344,9.773,8.1822,3
15.9968,13.7124,7.2409,4.7951,5.9466,3.3679,8.4945,4.0473,11.9521,2.8133,11.9584,9.6746,0
8.4719,9.1858,7.9688,6.7638,9.9469,6.8489,10.9888,5.5673,9.6082,6.256,9.942,8.4516,3
9.1914,9.6228,7.2492,6.1888,9.6474,5.9823,13.0072,5.2833,11.7495,4.7641,10.5829,6.7309,5
15.1994,13.2644,7.3025,4.9564,6.1551,3.5144,8.7215,4.2184,12.3913,2.9572,12.2806,9.0389,0
10.6142,10.6486,7.4102,6.0128,8.185,4.8806,10.6483,4.9234,13.0261,4.7992,11.3119,7.5396,7
15.1416,13.3049,7.2787,4.8241,6.0281,3.4558,8.9886,4.3226,12.6745,2.8764,12.0238,9.0809,0
8.8855,10.927,9.3096,8.2676,10.6194,6.8878,9.2884,4.9488,8.6411,5.6789,8.7782,7.7679,8
9.4744,11.1954,8.6746,7.4328,10.0989,5.9667,9.84,4.3513,9.6185,5.9505,9.9109,7.4862,9
15.616,13.3328,7.0792,4.6561,5.7172,3.2531,8.6487,4.2534,12.8735,2.7788,12.4534,9.3378,0
10.1208,11.3295,8.3539,6.8166,9.7584,5.8798,12.2587,4.7718,10.4691,4.3579,9.2579,6.6256,10
9.3869,10.5682,8.2174,7.0146,9.8951,6.0094,10.3549,4.6943,9.7368,6.0693,10.1897,7.8634,9
15.1693,13.3533,7.3061,4.9228,6.1708,3.5207,9.0245,4.2471,12.4274,2.8978,11.8915,9.0686,0
9.03,10.9986,9.2307,8.1601,10.5608,6.7926,9.2025,4.8282,8.751,5.7203,8.9483,7.7768,8
9.7539,10.1551,7.3534,6.1012,9.3514,5.7669,12.7351,5.3314,11.9416,4.3988,10.3327,6.7786,5
15.4593,13.2695,7.123,4.663,5.8908,3.4618,8.704,4.3165,12.6561,2.8805,12.2918,9.2838,0
10.1455,11.4942,8.5594,7.1418,10.1444,6.0911,11.5536,4.5785,9.8756,4.4874,9.1779,6.7507,10
10.66,10.6991,7.4422,6.0612,8.2441,4.9044,10.7003,4.8704,12.811,4.7949,11.3013,7.511,7
7.8603,8.5173,8.1635,6.6208,9.7986,7.5912,11.95,6.1794,9.0852,6.2222,9.452,8.5596,11
8.0997,9.7967,8.3775,7.8263,11.2075,6.9796,11.3016,4.9051,8.8126,6.06,9.4032,7.2303,12
15.3673,13.3266,7.2842,4.8677,6.1594,3.5736,8.8604,4.2167,12.1796,2.8602,12.0681,9.2362,0
7.7436,8.2814,7.8818,6.1835,9.5525,7.2014,12.4932,6.1822,9.3989,6.4528,9.9084,8.7203,11
8.2206,10.1727,8.7231,8.1171,11.236,6.9663,10.8334,4.9234,8.6263,5.8468,9.1839,7.1505,12
15.5438,13.2835,7.1218,4.6951,5.8176,3.3945,8.365,4.1952,12.5365,3.0739,12.6525,9.3207,0
11.39,10.6681,7.1756,5.5822,7.6126,4.7347,10.2752,4.9821,12.632,4.8419,11.812,8.2936,0
10.5722,15.039,12.5398,11.4905,14.5107,7.3593,9.2304,3.1132,5.2224,1.6572,4.8342,4.4311,13
15.6558,13.3301,7.158,4.7454,6.0088,3.5226,8.3429,4.0907,11.928,3.0898,12.4007,9.7273,0
8.8907,12.0358,9.9343,9.0924,12.2103,7.0398,9.4558,3.7792,7.8266,5.4298,8.12,6.1853,14
10.4946,14.9541,12.484,11.4603,14.534,7.3796,9.3403,3.1491,5.2491,1.7033,4.8106,4.441,13
15.2812,12.9475,7.0081,4.5837,5.9265,3.5632,8.6373,4.3475,12.4351,3.231,12.6073,9.4316,0
8.5156,11.616,9.7602,9.122,12.4924,7.2154,9.9309,3.9013,7.7398,5.5253,8.0893,6.092,14
10.0429,14.5411,12.3436,11.5087,14.7899,7.4763,9.7088,3.2615,5.5675,1.7275,4.877,4.1552,13
