@RELATION GSCM_3_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
-6.77415491344,2.99385293927,-101.110422162,0
-6.26633233535,1.39534887491,0.0637635933616,0
-6.32438562887,1.23504446209,0.0628755202156,0
-7.34059018783,2.54044685819,0.0803113618602,0
-7.21885561709,2.45719843784,0.0788092954809,0
-6.28431596695,1.508260334,0.0647925861543,0
4.09257127841,0.726150327442,-0.0125959132934,1
4.65773115694,0.672544602392,-0.0168990637456,1
4.56681375184,1.78985485192,-0.00731320403387,1
3.08994865706,-0.292173459137,-0.0138935087828,1
1.67606376509,-2.57975088102,-0.0225542919944,1
-6.69832950878,1.64872290854,0.0687566487791,0
-8.09044737857,3.366966543,0.0920803999621,0
-8.0651920824,3.38021419804,0.0920135904603,0
-7.23420840284,1.71665971731,0.0729740919876,0
-5.27960762268,0.0152526944828,0.045930607113,0
-7.12093348959,1.50109608734,0.0704686011608,0
-7.66381385516,2.34778900112,0.0809810158836,0
-4.90216053803,-1.215087033,0.0334744152989,0
-6.80124493886,1.27155980706,0.0664364367641,0
-8.31092067759,2.23281677881,0.084493472264,0
-7.28459576018,1.56589308108,0.0721099925419,0
3.97563279652,-1.62543279245,-0.0306583328535,3
4.09886131942,-0.726642271536,-0.0242929636021,3
3.57939756163,-1.62496855519,-0.0279391401456,3
1.96379889887,-2.20250783489,-0.0215000401322,3
2.46497824386,-1.81113282976,-0.0217951953416,3
