@RELATION GSCM_2
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
37600.0,7595.0,126010.0,39388.0,5827.0,127760.0,37656.0,7537.0,126070.0,39668.0,5547.0,128040.0,0
34676.0,6792.0,130540.0,34676.0,6792.0,130540.0,34676.0,6792.0,130540.0,34676.0,6792.0,130540.0,0
34158.0,6545.0,131552.0,34158.0,6545.0,131552.0,34158.0,6545.0,131552.0,34158.0,6545.0,131552.0,0
40152.0,7689.0,123270.0,40152.0,7689.0,123270.0,40152.0,7689.0,123270.0,40152.0,7689.0,123270.0,0
39722.0,7631.0,123816.0,39722.0,7631.0,123816.0,39722.0,7631.0,123816.0,39722.0,7631.0,123816.0,0
35082.0,6953.0,129812.0,35082.0,6953.0,129812.0,35082.0,6953.0,129812.0,35082.0,6953.0,129812.0,0
20206.0,11770.0,135054.0,20206.0,11770.0,135054.0,20206.0,11770.0,135054.0,20206.0,11770.0,135054.0,1
19332.0,12069.0,135330.0,19332.0,12069.0,135330.0,19332.0,12069.0,135330.0,19332.0,12069.0,135330.0,1
23638.0,13426.0,128310.0,23638.0,13426.0,128310.0,23638.0,13426.0,128310.0,23638.0,13426.0,128310.0,1
17672.0,9783.0,141562.0,17672.0,9783.0,141562.0,17672.0,9783.0,141562.0,17672.0,9783.0,141562.0,1
10534.0,6281.0,155704.0,10534.0,6281.0,155704.0,10534.0,6281.0,155704.0,10534.0,6281.0,155704.0,1
36120.0,6864.0,128952.0,36120.0,6864.0,128952.0,36120.0,6864.0,128952.0,36120.0,6864.0,128952.0,0
44144.0,8291.0,118074.0,44144.0,8291.0,118074.0,44144.0,8291.0,118074.0,44144.0,8291.0,118074.0,0
44076.0,8379.0,117966.0,44076.0,8379.0,117966.0,44076.0,8379.0,117966.0,44076.0,8379.0,117966.0,0
36960.0,6702.0,128436.0,36960.0,6702.0,128436.0,36960.0,6702.0,128436.0,36960.0,6702.0,128436.0,0
28350.0,5655.0,139140.0,28350.0,5655.0,139140.0,28350.0,5655.0,139140.0,28350.0,5655.0,139140.0,0
36064.0,6469.0,129798.0,36064.0,6469.0,129798.0,36064.0,6469.0,129798.0,36064.0,6469.0,129798.0,0
39798.0,7246.0,124510.0,39798.0,7246.0,124510.0,39798.0,7246.0,124510.0,39798.0,7246.0,124510.0,0
23294.0,4335.0,146836.0,23294.0,4335.0,146836.0,23294.0,4335.0,146836.0,23294.0,4335.0,146836.0,0
34788.0,6419.0,131174.0,34788.0,6419.0,131174.0,34788.0,6419.0,131174.0,34788.0,6419.0,131174.0,0
40088.0,6825.0,125062.0,40088.0,6825.0,125062.0,40088.0,6825.0,125062.0,40088.0,6825.0,125062.0,0
36428.0,6494.0,129384.0,36428.0,6494.0,129384.0,36428.0,6494.0,129384.0,36428.0,6494.0,129384.0,0
11728.0,8474.0,150124.0,11728.0,8474.0,150124.0,11728.0,8474.0,150124.0,11728.0,8474.0,150124.0,3
14932.0,9732.0,144404.0,14932.0,9732.0,144404.0,14932.0,9732.0,144404.0,14932.0,9732.0,144404.0,3
12214.0,8248.0,150090.0,12214.0,8248.0,150090.0,12214.0,8248.0,150090.0,12214.0,8248.0,150090.0,3
11838.0,6722.0,153518.0,11838.0,6722.0,153518.0,11838.0,6722.0,153518.0,11838.0,6722.0,153518.0,3
12794.0,7417.0,151172.0,12794.0,7417.0,151172.0,12794.0,7417.0,151172.0,12794.0,7417.0,151172.0,3
15406.0,9263.0,144868.0,15406.0,9263.0,144868.0,15406.0,9263.0,144868.0,15406.0,9263.0,144868.0,3
15294.0,8212.0,147082.0,15294.0,8212.0,147082.0,15294.0,8212.0,147082.0,15294.0,8212.0,147082.0,3
