@RELATION GSCM_4
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
30558.0,14477.0,118088.0,28588.0,16390.0,115050.0,30546.0,14512.0,118030.0,29146.0,15830.0,115612.0,0
28332.0,12927.0,123414.0,28332.0,12927.0,123414.0,28332.0,12927.0,123414.0,28332.0,12927.0,123414.0,0
27914.0,12593.0,124500.0,27914.0,12593.0,124500.0,27914.0,12593.0,124500.0,27914.0,12593.0,124500.0,0
33032.0,14559.0,115450.0,33032.0,14559.0,115450.0,33032.0,14559.0,115450.0,33032.0,14559.0,115450.0,0
32642.0,14480.0,115998.0,32642.0,14480.0,115998.0,32642.0,14480.0,115998.0,32642.0,14480.0,115998.0,0
28678.0,13165.0,122592.0,28678.0,13165.0,122592.0,28678.0,13165.0,122592.0,28678.0,13165.0,122592.0,0
11330.0,20363.0,125544.0,11330.0,20363.0,125544.0,11330.0,20363.0,125544.0,11330.0,20363.0,125544.0,1
10460.0,20604.0,125932.0,10460.0,20604.0,125932.0,10460.0,20604.0,125932.0,10460.0,20604.0,125932.0,1
13572.0,23095.0,117838.0,13572.0,23095.0,117838.0,13572.0,23095.0,117838.0,13572.0,23095.0,117838.0,1
9806.0,17467.0,132860.0,9806.0,17467.0,132860.0,9806.0,17467.0,132860.0,9806.0,17467.0,132860.0,1
5986.0,10807.0,150000.0,5986.0,10807.0,150000.0,5986.0,10807.0,150000.0,5986.0,10807.0,150000.0,1
29614.0,13186.0,121614.0,29614.0,13186.0,121614.0,29614.0,13186.0,121614.0,29614.0,13186.0,121614.0,0
36350.0,15798.0,109654.0,36350.0,15798.0,109654.0,36350.0,15798.0,109654.0,36350.0,15798.0,109654.0,0
36440.0,15787.0,109586.0,36440.0,15787.0,109586.0,36440.0,15787.0,109586.0,36440.0,15787.0,109586.0,0
30662.0,12782.0,121374.0,30662.0,12782.0,121374.0,30662.0,12782.0,121374.0,30662.0,12782.0,121374.0,0
23132.0,10642.0,133184.0,23132.0,10642.0,133184.0,23132.0,10642.0,133184.0,23132.0,10642.0,133184.0,0
29854.0,12431.0,122884.0,29854.0,12431.0,122884.0,29854.0,12431.0,122884.0,29854.0,12431.0,122884.0,0
33012.0,13856.0,116876.0,33012.0,13856.0,116876.0,33012.0,13856.0,116876.0,33012.0,13856.0,116876.0,0
19262.0,8181.0,141976.0,19262.0,8181.0,141976.0,19262.0,8181.0,141976.0,19262.0,8181.0,141976.0,0
28818.0,12119.0,124544.0,28818.0,12119.0,124544.0,28818.0,12119.0,124544.0,28818.0,12119.0,124544.0,0
33728.0,12900.0,118072.0,33728.0,12900.0,118072.0,33728.0,12900.0,118072.0,33728.0,12900.0,118072.0,0
30396.0,12348.0,122508.0,30396.0,12348.0,122508.0,30396.0,12348.0,122508.0,30396.0,12348.0,122508.0,0
5066.0,15111.0,142312.0,5066.0,15111.0,142312.0,5066.0,15111.0,142312.0,5066.0,15111.0,142312.0,3
7146.0,17390.0,135674.0,7146.0,17390.0,135674.0,7146.0,17390.0,135674.0,7146.0,17390.0,135674.0,3
5560.0,14840.0,142360.0,5560.0,14840.0,142360.0,5560.0,14840.0,142360.0,5560.0,14840.0,142360.0,3
6186.0,12279.0,146856.0,6186.0,12279.0,146856.0,6186.0,12279.0,146856.0,6186.0,12279.0,146856.0,3
6444.0,13680.0,143796.0,6444.0,13680.0,143796.0,6444.0,13680.0,143796.0,6444.0,13680.0,143796.0,3
7784.0,16720.0,136376.0,7784.0,16720.0,136376.0,7784.0,16720.0,136376.0,7784.0,16720.0,136376.0,3
8324.0,15084.0,139108.0,8324.0,15084.0,139108.0,8324.0,15084.0,139108.0,8324.0,15084.0,139108.0,3
7022.0,15521.0,139536.0,7022.0,15521.0,139536.0,7022.0,15521.0,139536.0,7022.0,15521.0,139536.0,3
9062.0,19018.0,130502.0,9062.0,19018.0,130502.0,9062.0,19018.0,130502.0,9062.0,19018.0,130502.0,3
9924.0,20387.0,126902.0,9924.0,20387.0,126902.0,9924.0,20387.0,126902.0,9924.0,20387.0,126902.0,3
9244.0,21461.0,125434.0,9244.0,21461.0,125434.0,9244.0,21461.0,125434.0,9244.0,21461.0,125434.0,3
6326.0,12665.0,145944.0,6326.0,12665.0,145944.0,6326.0,12665.0,145944.0,6326.0,12665.0,145944.0,3
7732.0,15745.0,138378.0,7732.0,15745.0,138378.0,7732.0,15745.0,138378.0,7732.0,15745.0,138378.0,3
6818.0,17178.0,136426.0,6818.0,17178.0,136426.0,6818.0,17178.0,136426.0,6818.0,17178.0,136426.0,3
8654.0,20140.0,128666.0,8654.0,20140.0,128666.0,8654.0,20140.0,128666.0,8654.0,20140.0,128666.0,3
31564.0,13726.0,118584.0,31564.0,13726.0,118584.0,31564.0,13726.0,118584.0,31564.0,13726.0,118584.0,0
30524.0,12492.0,122092.0,30524.0,12492.0,122092.0,30524.0,12492.0,122092.0,30524.0,12492.0,122092.0,0
31532.0,14556.0,116956.0,31532.0,14556.0,116956.0,31532.0,14556.0,116956.0,31532.0,14556.0,116956.0,0
31568.0,14036.0,117960.0,31568.0,14036.0,117960.0,31568.0,14036.0,117960.0,31568.0,14036.0,117960.0,0
29766.0,13423.0,120988.0,29766.0,13423.0,120988.0,29766.0,13423.0,120988.0,29766.0,13423.0,120988.0,0
34086.0,16089.0,111336.0,34086.0,16089.0,111336.0,34086.0,16089.0,111336.0,34086.0,16089.0,111336.0,0
24002.0,10505.0,132588.0,24002.0,10505.0,132588.0,24002.0,10505.0,132588.0,24002.0,10505.0,132588.0,0
28498.0,11768.0,125566.0,28498.0,11768.0,125566.0,28498.0,11768.0,125566.0,28498.0,11768.0,125566.0,0
25442.0,10633.0,130892.0,25442.0,10633.0,130892.0,25442.0,10633.0,130892.0,25442.0,10633.0,130892.0,0
7990.0,13401.0,142808.0,7990.0,13401.0,142808.0,7990.0,13401.0,142808.0,7990.0,13401.0,142808.0,3
7096.0,15570.0,139364.0,7096.0,15570.0,139364.0,7096.0,15570.0,139364.0,7096.0,15570.0,139364.0,3
4244.0,12365.0,148626.0,4244.0,12365.0,148626.0,4244.0,12365.0,148626.0,4244.0,12365.0,148626.0,3
5534.0,14132.0,143802.0,5534.0,14132.0,143802.0,5534.0,14132.0,143802.0,5534.0,14132.0,143802.0,3
11394.0,20469.0,125268.0,11394.0,20469.0,125268.0,11394.0,20469.0,125268.0,11394.0,20469.0,125268.0,3
4964.0,15008.0,142620.0,4964.0,15008.0,142620.0,4964.0,15008.0,142620.0,4964.0,15008.0,142620.0,3
7582.0,17198.0,135622.0,7582.0,17198.0,135622.0,7582.0,17198.0,135622.0,7582.0,17198.0,135622.0,3
4788.0,12761.0,147290.0,4788.0,12761.0,147290.0,4788.0,12761.0,147290.0,4788.0,12761.0,147290.0,3
8000.0,18028.0,133544.0,8000.0,18028.0,133544.0,8000.0,18028.0,133544.0,8000.0,18028.0,133544.0,3
10758.0,19253.0,128336.0,10758.0,19253.0,128336.0,10758.0,19253.0,128336.0,10758.0,19253.0,128336.0,3
8556.0,21588.0,125868.0,8556.0,21588.0,125868.0,8556.0,21588.0,125868.0,8556.0,21588.0,125868.0,3
6442.0,19472.0,132214.0,6442.0,19472.0,132214.0,6442.0,19472.0,132214.0,6442.0,19472.0,132214.0,3
8922.0,8932.0,150814.0,8922.0,8932.0,150814.0,8922.0,8932.0,150814.0,8922.0,8932.0,150814.0,5
13570.0,12985.0,138060.0,13570.0,12985.0,138060.0,13570.0,12985.0,138060.0,13570.0,12985.0,138060.0,5
11332.0,10280.0,145708.0,11332.0,10280.0,145708.0,11332.0,10280.0,145708.0,11332.0,10280.0,145708.0,5
16480.0,17739.0,125642.0,16480.0,17739.0,125642.0,16480.0,17739.0,125642.0,16480.0,17739.0,125642.0,5
11124.0,11420.0,143636.0,11124.0,11420.0,143636.0,11124.0,11420.0,143636.0,11124.0,11420.0,143636.0,5
15788.0,16889.0,128034.0,15788.0,16889.0,128034.0,15788.0,16889.0,128034.0,15788.0,16889.0,128034.0,5
13614.0,11707.0,140572.0,13614.0,11707.0,140572.0,13614.0,11707.0,140572.0,13614.0,11707.0,140572.0,5
13226.0,14822.0,134730.0,13226.0,14822.0,134730.0,13226.0,14822.0,134730.0,13226.0,14822.0,134730.0,5
14556.0,14086.0,134872.0,14556.0,14086.0,134872.0,14556.0,14086.0,134872.0,14556.0,14086.0,134872.0,5
11290.0,12767.0,140776.0,11290.0,12767.0,140776.0,11290.0,12767.0,140776.0,11290.0,12767.0,140776.0,5
15872.0,15241.0,131246.0,15872.0,15241.0,131246.0,15872.0,15241.0,131246.0,15872.0,15241.0,131246.0,5
28800.0,12473.0,123854.0,28800.0,12473.0,123854.0,28800.0,12473.0,123854.0,28800.0,12473.0,123854.0,0
28628.0,13468.0,122036.0,28628.0,13468.0,122036.0,28628.0,13468.0,122036.0,28628.0,13468.0,122036.0,0
37726.0,19597.0,100680.0,37726.0,19597.0,100680.0,37726.0,19597.0,100680.0,37726.0,19597.0,100680.0,0
30116.0,12353.0,122778.0,30116.0,12353.0,122778.0,30116.0,12353.0,122778.0,30116.0,12353.0,122778.0,0
29784.0,12000.0,123816.0,29784.0,12000.0,123816.0,29784.0,12000.0,123816.0,29784.0,12000.0,123816.0,0
26438.0,10739.0,129684.0,26438.0,10739.0,129684.0,26438.0,10739.0,129684.0,26438.0,10739.0,129684.0,0
32560.0,13640.0,117760.0,32560.0,13640.0,117760.0,32560.0,13640.0,117760.0,32560.0,13640.0,117760.0,0
29220.0,13543.0,121294.0,29220.0,13543.0,121294.0,29220.0,13543.0,121294.0,29220.0,13543.0,121294.0,0
29742.0,13420.0,121018.0,29742.0,13420.0,121018.0,29742.0,13420.0,121018.0,29742.0,13420.0,121018.0,0
8818.0,8735.0,151312.0,8818.0,8735.0,151312.0,8818.0,8735.0,151312.0,8818.0,8735.0,151312.0,7
10352.0,10761.0,145726.0,10352.0,10761.0,145726.0,10352.0,10761.0,145726.0,10352.0,10761.0,145726.0,7
11308.0,10883.0,144526.0,11308.0,10883.0,144526.0,11308.0,10883.0,144526.0,11308.0,10883.0,144526.0,7
9026.0,9692.0,149190.0,9026.0,9692.0,149190.0,9026.0,9692.0,149190.0,9026.0,9692.0,149190.0,7
6538.0,6738.0,157586.0,6538.0,6738.0,157586.0,6538.0,6738.0,157586.0,6538.0,6738.0,157586.0,7
11402.0,11344.0,143510.0,11402.0,11344.0,143510.0,11402.0,11344.0,143510.0,11402.0,11344.0,143510.0,7
10116.0,10797.0,145890.0,10116.0,10797.0,145890.0,10116.0,10797.0,145890.0,10116.0,10797.0,145890.0,7
9724.0,10447.0,146982.0,9724.0,10447.0,146982.0,9724.0,10447.0,146982.0,9724.0,10447.0,146982.0,7
10394.0,10943.0,145320.0,10394.0,10943.0,145320.0,10394.0,10943.0,145320.0,10394.0,10943.0,145320.0,7
15012.0,14591.0,133406.0,15012.0,14591.0,133406.0,15012.0,14591.0,133406.0,15012.0,14591.0,133406.0,7
8182.0,7815.0,153788.0,8182.0,7815.0,153788.0,8182.0,7815.0,153788.0,8182.0,7815.0,153788.0,7
9828.0,10956.0,145860.0,9828.0,10956.0,145860.0,9828.0,10956.0,145860.0,9828.0,10956.0,145860.0,7
8810.0,9014.0,150762.0,8810.0,9014.0,150762.0,8810.0,9014.0,150762.0,8810.0,9014.0,150762.0,7
12984.0,13383.0,137850.0,12984.0,13383.0,137850.0,12984.0,13383.0,137850.0,12984.0,13383.0,137850.0,7
11334.0,12748.0,140770.0,11334.0,12748.0,140770.0,11334.0,12748.0,140770.0,11334.0,12748.0,140770.0,7
6238.0,6550.0,158262.0,6238.0,6550.0,158262.0,6238.0,6550.0,158262.0,6238.0,6550.0,158262.0,7
14464.0,14864.0,133408.0,14464.0,14864.0,133408.0,14464.0,14864.0,133408.0,14464.0,14864.0,133408.0,7
27616.0,11666.0,126652.0,27616.0,11666.0,126652.0,27616.0,11666.0,126652.0,27616.0,11666.0,126652.0,0
23702.0,10044.0,133810.0,23702.0,10044.0,133810.0,23702.0,10044.0,133810.0,23702.0,10044.0,133810.0,0
30796.0,14220.0,118364.0,30796.0,14220.0,118364.0,30796.0,14220.0,118364.0,30796.0,14220.0,118364.0,0
37024.0,16938.0,106700.0,37024.0,16938.0,106700.0,37024.0,16938.0,106700.0,37024.0,16938.0,106700.0,0
29854.0,12678.0,122390.0,29854.0,12678.0,122390.0,29854.0,12678.0,122390.0,29854.0,12678.0,122390.0,0
33862.0,15225.0,113288.0,33862.0,15225.0,113288.0,33862.0,15225.0,113288.0,33862.0,15225.0,113288.0,0
33120.0,15052.0,114376.0,33120.0,15052.0,114376.0,33120.0,15052.0,114376.0,33120.0,15052.0,114376.0,0
6940.0,15724.0,139212.0,6940.0,15724.0,139212.0,6940.0,15724.0,139212.0,6940.0,15724.0,139212.0,8
6708.0,17569.0,135754.0,6708.0,17569.0,135754.0,6708.0,17569.0,135754.0,6708.0,17569.0,135754.0,8
9478.0,16823.0,134476.0,9478.0,16823.0,134476.0,9478.0,16823.0,134476.0,9478.0,16823.0,134476.0,8
3292.0,6182.0,161944.0,3292.0,6182.0,161944.0,3292.0,6182.0,161944.0,3292.0,6182.0,161944.0,8
3312.0,6518.0,161252.0,3312.0,6518.0,161252.0,3312.0,6518.0,161252.0,3312.0,6518.0,161252.0,8
6354.0,10595.0,150056.0,6354.0,10595.0,150056.0,6354.0,10595.0,150056.0,6354.0,10595.0,150056.0,8
9234.0,16594.0,135178.0,9234.0,16594.0,135178.0,9234.0,16594.0,135178.0,9234.0,16594.0,135178.0,8
10540.0,13880.0,139300.0,10540.0,13880.0,139300.0,10540.0,13880.0,139300.0,10540.0,13880.0,139300.0,8
7838.0,12115.0,145532.0,7838.0,12115.0,145532.0,7838.0,12115.0,145532.0,7838.0,12115.0,145532.0,8
9468.0,17930.0,132272.0,9468.0,17930.0,132272.0,9468.0,17930.0,132272.0,9468.0,17930.0,132272.0,8
6202.0,12758.0,145882.0,6202.0,12758.0,145882.0,6202.0,12758.0,145882.0,6202.0,12758.0,145882.0,8
7438.0,17387.0,135388.0,7438.0,17387.0,135388.0,7438.0,17387.0,135388.0,7438.0,17387.0,135388.0,8
