@RELATION GSCM_1_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
-6.5699419977,3.07923626177,-101.111673956,0
-6.31890786897,1.43419481139,0.0636637160294,0
-6.33838054951,1.28033332544,0.0625293725337,0
-7.28086282744,2.60024071735,0.0796790635592,0
-7.1567814753,2.51718235154,0.0781667818371,0
-6.23974183155,1.55524426799,0.064129257435,0
4.78036091135,0.789438817703,-0.0158486855959,1
5.2449253221,0.729048279136,-0.0194512476956,1
5.17194578631,1.8628046981,-0.00964525819315,1
3.1594469525,-0.300434819227,-0.0139680900959,1
2.1196025222,-2.55023061959,-0.025505788508,1
-6.76360207756,1.68660974925,0.0687116138957,0
-8.03920552764,3.43451155979,0.0916062273219,0
-7.93284889101,3.44525741658,0.0909834093039,0
-7.15317749966,1.78096638641,0.0720919329338,0
-5.19187499051,0.070150541761,0.0449173108925,0
-7.13193155889,1.55983142591,0.0701324297164,0
-7.57081149228,2.40622717099,0.0800232123071,0
-4.7126015223,-1.1500979504,0.0316838535701,0
-6.60862204835,1.35356455723,0.0649381622573,0
-8.09053716476,2.32870579552,0.0828611414503,0
-7.19434594016,1.62606558582,0.0710941125363,0
3.7672091353,-1.6900606232,-0.029452729296,3
4.01444493433,-0.763823689632,-0.0234933482087,3
3.30526999028,-1.68605376149,-0.0263311221306,3
1.81010309114,-2.23094484357,-0.0208122544771,3
2.20783077824,-1.85658898927,-0.0203948663392,3
3.24798925843,-0.846100750384,-0.0190447873684,3
2.15667738565,-1.20494270218,-0.0146971408656,3
2.90243884209,-1.28364932374,-0.0203304129185,3
3.75745718991,-0.0846001979541,-0.0161926978024,3
4.4081996053,0.429728687902,-0.0163166498198,3
4.67143229239,0.562067969331,-0.0169890502236,3
1.78240472463,-2.12808243157,-0.0197816569812,3
2.77937768924,-1.12743300122,-0.0182236879523,3
3.97555187081,-0.887535299725,-0.024250047352,3
4.79785679194,0.183506853749,-0.0209456528195,3
-7.17959736498,2.13323793768,0.0751638053836,0
-7.21252563248,1.6679299673,0.0715597394466,0
-6.7307509099,2.36205849771,0.0740432831831,0
-6.96625674934,2.24800027573,0.0746805397096,0
-6.57083144159,1.78449342273,0.0682271648322,0
-7.11281638934,3.11405028884,0.082778306297,0
-5.58222163942,0.151049242586,0.0481921796185,0
-6.85112171959,1.16288356152,0.0649924408415,0
-6.06254697401,0.433190680136,0.0537226325468,0
1.68158957428,-1.66741539187,-0.0153214814007,3
2.9599380936,-1.27100572545,-0.0206109575104,3
2.98499450725,-2.46462684545,-0.0305885284838,3
3.50837398833,-1.7967599977,-0.0285990051112,3
3.59031824082,0.648019988399,-0.00905395338196,3
3.87662686275,-1.6883509114,-0.0301702802957,3
4.1565905755,-0.687790277357,-0.0238188831725,3
2.61516504753,-2.32235082673,-0.0269464015023,3
3.34009378611,-0.53759715935,-0.0171251242269,3
3.05596823295,0.207431278817,-0.0091021892629,3
5.84878544515,0.575732684572,-0.0247489112414,3
5.07395799875,-0.370833446809,-0.0273477223191,3
-0.589225109696,-2.61253627702,-0.0079057554537,5
-0.695048948339,-0.895127368724,0.00691671710981,5
-0.940109793745,-1.87141223918,0.000531463683238,5
0.504566401125,0.798640463675,0.0128162978324,5
-0.144658098415,-1.63799614191,-0.00286880485812,5
-0.0874841978848,0.411443916146,0.0135926820705,5
-1.37023245743,-1.21143131389,0.00883160143967,5
0.0150037893372,-0.505456697395,0.00537166618349,5
-0.888155971874,-0.502101416436,0.0114380632424,5
0.0607730812589,-1.30499181069,-0.00150551602212,5
-0.826145255698,0.0207559745695,0.0153206569054,5
-6.46003331084,1.43131935582,0.0645836942374,0
-6.03301667782,1.62695443639,0.0633363912487,0
-7.08182073936,4.54487069586,0.0943305689734,0
-7.03071987276,1.5943473298,0.0697393718352,0
-7.02960342189,1.46195681768,0.0686438265698,0
-6.3387910794,0.610323638572,0.0570254966681,0
