@RELATION Gabor_8
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE class {0,1,3,5,7,8,9,10,11,12,13,14,16,17,18,19,25,26,37,58,59,60,61,62,63,64,65,66,81,84,85,87,88,89,90,91,92,93,94,95,102,107,108,109,110,111,112,113,114,117,118,119,121,123,124,125,126,127,128,129,130,131,132,133,134,135,139,140,150,151,152,153,154,155,157,158,159,160,161,162,163,164,165,166,168,169,170,171,172,173,174,175,177,178,179,180,181,184,185,186,187,188,190,192,193,194,195,197,198,199,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,230,231,232,233,234,235,237,239,240,241,242,243,246,247,248,250,254,256,259,272,273,274,275,276,277,278,279,280,281,282,283,285,286,287,288,289,291,292,293,294,295,296,297,298,299,300,301,315,320,321,324,325,328,329,330,332,333,334,336,337,338,339,340,341,342,343,344,345,346,347,348,335,349,350,351,352,353,354,355,356,357,364,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,403,405,408,409,414,415,420,439,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,458,480,481,482,483,484,486,487,488,489,490,491,492,493,494,495,496,497,498,513,514,527,542,544,545,546,547,548,549,550,551,552,553,555,559,560,561,562,563,567,577,582,583,584,585,586,587,588,598,599,634,635,658,670,671}
@DATA
84.2440053863,29.4327065259,0.514955553689,1.03358754063,84.2440053863,29.4327065259,0.523044867234,1.04743710294,0
91.4946422568,19.8690085677,0.398101937783,0.933324735881,91.4946422568,19.8690085677,0.41115354354,0.970958348554,1
84.6803140757,29.2018841042,0.490914459411,0.99093603033,84.6803140757,29.2018841042,0.515067648283,1.05084549046,0
91.3698145052,19.1165723042,0.549162110593,1.25274270542,91.3698145052,19.1165723042,0.494443847661,1.06791577254,3
83.8361549739,29.5722900883,0.530055281511,1.03776182255,83.8361549739,29.5722900883,0.546303487141,1.07106482843,0
91.8532766626,18.4906075721,0.510802260349,1.19750158539,91.8532766626,18.4906075721,0.467764694789,1.05135379158,3
85.9890450379,26.6170156846,0.575221562015,1.14200918582,85.9890450379,26.6170156846,0.558702395316,1.09409635613,5
85.8059221552,28.2571313244,0.473346133388,0.993907880936,85.8059221552,28.2571313244,0.496240452257,1.04699622047,0
91.1275627678,21.2892215723,0.427501926212,1.04985932628,91.1275627678,21.2892215723,0.398285872267,0.96652030523,7
86.7175208991,27.6094080989,0.434967629654,0.954393288353,86.7175208991,27.6094080989,0.448671876796,0.992814027558,0
93.0286054169,17.3938697886,0.536014381394,1.33151360987,93.0286054169,17.3938697886,0.421667852302,1.01779346329,8
89.6115755406,21.4935995423,0.590276743409,1.22698854774,89.6115755406,21.4935995423,0.560302551138,1.12364777643,9
84.2041220739,29.4927832846,0.516393815676,1.02270451781,84.2041220739,29.4927832846,0.542658791084,1.08391367722,0
88.3869401301,24.4990599895,0.506904113842,1.1166731842,88.3869401301,24.4990599895,0.456615535464,0.978020404383,10
89.8598842233,20.9223220143,0.582035781917,1.19911226282,89.8598842233,20.9223220143,0.559092915789,1.11727405047,9
84.0185025792,29.4934276702,0.533041570529,1.04492685223,84.0185025792,29.4934276702,0.543160814891,1.06311874113,0
93.7595156924,16.6959143018,0.473959390716,1.26751299475,93.7595156924,16.6959143018,0.368514929682,0.955414204028,8
85.2210785913,27.2545160119,0.607714518396,1.16924164339,85.2210785913,27.2545160119,0.574230950926,1.08815286401,5
84.829852585,29.029562869,0.502326068725,1.01371370514,84.829852585,29.029562869,0.521446642085,1.05894893728,0
87.8791917468,24.9303289246,0.539777963896,1.14960128084,87.8791917468,24.9303289246,0.486013637929,1.00135099499,10
91.8984453061,20.5600729966,0.385107454727,1.00168019217,91.8984453061,20.5600729966,0.361078046785,0.929945142558,7
93.1013272962,16.5611959521,0.437400760506,1.07703436388,93.1013272962,16.5611959521,0.420818870738,1.00472314137,11
94.6011407702,16.1599531998,0.316914690291,0.971409401864,94.6011407702,16.1599531998,0.291477428567,0.846036379145,12
85.31030288,28.7164015772,0.483943912746,1.00493185232,85.31030288,28.7164015772,0.495437776005,1.03146906998,0
92.9674076306,17.0858400255,0.411143987755,1.04462517819,92.9674076306,17.0858400255,0.390227430401,0.959049981274,11
93.3098615049,17.7561154126,0.416275966408,1.12900812757,93.3098615049,17.7561154126,0.36414679569,0.935821392696,12
