@RELATION GSCM_4
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
57679.0,61810.0,965708.0,46309.0,73142.0,950740.0,66215.0,53547.0,971181.0,74779.0,45069.0,979210.0,26
63501.0,97751.0,1989655.0,62115.0,99115.0,1984040.0,93146.0,68305.0,2016687.0,77176.0,84312.0,1999101.0,121
50751.0,79837.0,1807559.0,39583.0,91035.0,1793839.0,61898.0,69096.0,1818931.0,61631.0,69409.0,1815887.0,62
93749.0,113072.0,1954116.0,89054.0,118165.0,1945991.0,130145.0,78131.0,1988987.0,121290.0,86996.0,1978227.0,125
124004.0,122565.0,1368041.0,108622.0,137960.0,1349303.0,161806.0,85159.0,1404060.0,171105.0,75939.0,1411786.0,17
76466.0,69003.0,1409912.0,77792.0,67698.0,1406822.0,90458.0,55258.0,1420216.0,78741.0,67027.0,1407780.0,58
61819.0,38001.0,628364.0,59065.0,40772.0,621562.0,51049.0,49006.0,613328.0,47745.0,52373.0,610248.0,0
35515.0,35828.0,547260.0,25311.0,45892.0,533460.0,31318.0,40012.0,539336.0,45163.0,26271.0,553312.0,118
77006.0,85791.0,1197814.0,59750.0,103047.0,1177011.0,86467.0,76671.0,1204754.0,99067.0,64130.0,1216328.0,26
74719.0,41117.0,733139.0,67385.0,48220.0,721952.0,58599.0,57221.0,713099.0,58099.0,57872.0,712666.0,0
70142.0,105290.0,1081816.0,64582.0,110763.0,1072613.0,107611.0,68100.0,1116359.0,100980.0,74764.0,1109019.0,59
95561.0,40601.0,667928.0,87644.0,48521.0,655847.0,82478.0,54038.0,650349.0,81494.0,55092.0,649704.0,0
74128.0,46670.0,821214.0,71707.0,49243.0,814913.0,62906.0,58504.0,806179.0,58456.0,63004.0,801670.0,0
26320.0,40017.0,523877.0,18625.0,47704.0,513095.0,28769.0,37885.0,523261.0,38021.0,28702.0,532491.0,87
33697.0,36021.0,801391.0,24750.0,44862.0,788909.0,34408.0,35342.0,798893.0,40062.0,29772.0,804217.0,37
42691.0,67572.0,981570.0,40418.0,69961.0,975622.0,61468.0,49450.0,997045.0,50947.0,60004.0,986151.0,109
76354.0,47118.0,854836.0,73790.0,49776.0,848155.0,66524.0,57492.0,840823.0,62357.0,61701.0,836730.0,0
114930.0,52484.0,960828.0,106331.0,61131.0,948267.0,97404.0,70599.0,939499.0,95340.0,72762.0,937276.0,0
73245.0,84974.0,1813924.0,76141.0,82236.0,1813294.0,95091.0,64000.0,1833901.0,75746.0,83423.0,1812899.0,113
85475.0,51125.0,932373.0,80983.0,55601.0,924045.0,70723.0,66235.0,914055.0,66788.0,70294.0,909858.0,0
35741.0,59908.0,864909.0,34679.0,60966.0,860386.0,50348.0,45844.0,876285.0,40328.0,55953.0,866035.0,109
73435.0,36265.0,606249.0,69025.0,40474.0,598327.0,63220.0,46391.0,592556.0,60377.0,49384.0,589679.0,0
53429.0,89686.0,1218459.0,61683.0,81636.0,1223781.0,95014.0,49231.0,1258239.0,69151.0,75101.0,1231249.0,94
29738.0,62082.0,1155190.0,22876.0,68893.0,1144650.0,41608.0,50427.0,1164145.0,39832.0,52242.0,1161606.0,90
42699.0,104642.0,1691842.0,39913.0,107388.0,1685706.0,72561.0,74942.0,1720335.0,59509.0,88052.0,1705302.0,64
