@RELATION GSCM_5_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
2.07684930129,0.00121747859524,0.971669655845,-0.408091785593,-0.931903836074,-1.44312471164,0.0414047461554,0.139307327316,-0.190075390749,0.562540727603,0.365295769798,26
-1.3407665736,-4.65178893638,-0.793744275407,0.523293084562,0.880630238983,2.87194518591,0.702524440345,-2.37459710587,-1.50827761653,-1.35690148664,0.074577833998,121
-1.41511600205,-2.86861705359,0.920229245486,3.75931384561,6.62609545809,0.744138456944,0.51346994258,-0.531164939665,1.31073458166,-0.752644518763,-0.784026007218,62
1.66795225323,-5.77863444585,-2.61068830678,0.597145131518,0.981370540152,0.0680245773413,0.53254298085,4.82768476047,-0.890276735125,1.29444947677,0.098891939162,125
7.18678962417,-5.89861270386,-1.54591264552,1.50835970376,-7.78514811277,1.0154600541,0.393643622139,0.597034844065,1.32508964909,-0.910294457128,-0.690322114818,17
-1.27024346685,0.205370460228,-2.81026528379,-0.342967788254,0.821177378036,1.16047346008,0.791869407119,-1.15884141764,-2.0443271582,-1.4999254382,-0.427907078596,58
-4.07701088612,5.6577641873,-0.489751640108,-0.993805049196,0.46074416811,-1.05688656857,0.0828259546113,0.242614739516,-0.68118958023,-1.62845037637,-0.742871681201,0
1.82458912866,2.67221477384,1.18701786988,-2.13414433482,-0.155135471461,-2.72205223653,-0.292786479367,-0.689291588817,-0.13656035108,0.12296813601,-0.172717994873,118
2.33101288725,0.25658454156,2.29745808834,-0.52593327764,-2.17864775128,0.245111140996,0.10655023594,0.897785695234,0.426780410381,-0.426588841107,0.532401788443,26
-5.38367057736,6.65965515329,0.39502467225,0.694235648356,-0.296546528423,-0.65894447375,-0.363331972457,-1.19977561545,0.330517529151,2.33421628891,0.249218173088,0
2.44822952027,-5.57652150852,-0.0107857085882,-1.94589637089,-6.41443972572,0.686424059703,0.47513246325,-0.161222679775,0.256683978629,-0.426370476725,2.20596530011,59
-3.87524709064,6.65408071633,-2.11046243157,1.5442816637,-0.837309789373,-1.15381623404,0.103434800302,0.683363337105,-0.928848671141,-0.483455273617,0.130889351915,0
-4.50159234045,6.39580302367,-0.977482312194,-1.25727017845,1.73107264242,-1.09843004574,-0.0610636413059,2.54368756128,-0.654052822047,-1.10369538881,-0.249463997967,0
1.04393658085,1.26291615379,1.34768622064,-2.22593127113,0.350477433068,-3.69444103735,-0.716135598587,1.27779622441,0.707578939228,-0.361879627401,-0.352790197677,87
-0.06234201608,0.190573285626,1.0864419831,1.05962673672,1.21888402399,-2.34902457062,0.0314210741093,-1.35445075392,-0.457721439663,-0.217713156213,0.0861826775191,37
-2.35258306219,-2.87399028323,0.533548420991,0.563956127627,-0.936340688976,-1.42842965257,0.357465272895,1.50922496967,-0.77967880293,-1.03612340492,-0.62917932529,109
-4.02642028066,6.14945685097,-1.17268799128,-1.12410933574,1.20468633033,-0.745956293471,0.155476490752,1.73296820925,-1.16712488295,-0.781569365532,-0.281660842311,0
-5.62117826973,8.33647012256,-1.92290530083,2.00498799304,0.452009151934,-0.344829947176,-0.167940678412,2.02152437616,-0.239181871144,0.988376664805,-0.110163757849,0
-2.5741798786,-2.28377769192,-3.19649544225,0.00549008906228,3.96511892337,0.507205648849,0.285647587941,1.53959425864,-0.650628298693,1.58039085894,-0.865139453382,113
-5.59795563468,7.3155399603,-0.624199254766,-0.437351502889,1.14010796343,-0.126133946701,-0.322889256962,0.752578273786,0.261287188494,1.05005703153,-0.510772722061,0
-2.89077406869,-1.86114953467,0.622992280823,0.132754027033,-0.562608895855,-2.03893389602,-0.0531147418453,0.656346705948,-0.0776912828803,1.63013984116,0.636849397093,109
-4.02367346212,5.51052714736,-1.51172817454,0.658778255672,-0.208807051257,-1.50029047299,-0.597760682641,-1.47779494877,0.984926810344,1.29510806127,0.251030894461,0
-1.52671814003,-6.45287076064,-3.62489024457,-1.04374084108,0.362878291167,-1.49898203557,0.416413751508,3.18420049511,0.162715750428,1.0242102615,1.39512100881,94
-1.08408297116,-1.75086055185,2.02612244434,0.540862850204,1.30529751828,-0.696943370721,0.443824580481,-0.713401063969,-0.897810794123,-0.77132847073,0.328450051428,90
-2.2572714359,-4.45512049222,1.69793639959,-0.118143446963,0.710864657425,2.33206288418,0.306321088356,-1.71853215137,0.916234429263,-1.14218702483,-0.0323556739954,64
-0.37820333463,1.59756289659,2.36623244647,-0.927914197711,0.167179647144,-1.48915013768,0.191111399246,-0.244118489343,-0.83613988965,-0.999420127818,-0.605603030937,25
0.918753067904,0.114002145923,2.27537149419,-1.613124,1.11157745093,-0.587789673265,-0.12466727215,-0.000288063096673,1.10851746584,0.283253255437,1.10975743314,60
10.4934624259,-1.91791293104,2.03950182226,0.48851736216,0.450807790796,2.43202340281,0.176958435541,0.113334771454,0.832654851921,-1.1939788192,0.159305411774,14
1.60086572498,-2.53493302823,-0.335375158539,0.532070036563,0.351167139262,-0.990177772094,0.148476547891,-0.348344945111,0.296864872212,0.224438381832,0.385860196659,61
1.55016204751,2.39704628196,1.07593213809,-1.62238432701,-0.693741935757,-3.19514623304,-0.659330798782,-1.38170438423,0.536908289762,1.24040795881,-0.41222094616,118
-3.58206676891,-4.10778344644,-1.92825806654,2.43900631992,6.89170221689,0.356472385027,0.510400087316,-1.43720120149,0.469720712428,-1.0591746665,-1.18439096097,110
-2.33934030658,1.18352923874,1.6224984023,-1.9547713225,-2.56710631069,-0.365654254998,-0.110837730156,-2.69770329114,0.324269546912,1.82610396022,0.666736955567,111
5.09247257112,-0.0432583011463,1.58398821865,-3.78837662425,-0.705442746592,-0.876381808734,0.382333914109,-0.7133152295,-1.10960324222,-0.696830280988,-0.391342493485,89
-2.77176680095,-2.38428453856,0.285984036026,1.52756697394,-0.344444296908,-0.330229119531,-0.309855687237,-1.31763249928,1.67038310852,3.70104632715,3.07900149504,63
4.37036513277,-3.95282481163,1.71726511467,-3.93768121283,0.673047448747,0.0232955435118,0.242021617559,2.2195884336,0.0495019915203,0.922713635857,-1.08129090128,88
-2.14336521066,1.07693342834,1.04389823608,-0.633122866389,-0.406659274521,-2.59324168287,0.097210269473,-0.362469781047,-1.07873840828,-0.362997335467,0.3610014683,85
-3.12299724085,-2.66942651026,-2.36080068316,0.178758936882,2.94104665232,-2.78445741268,-0.324534640949,1.05295088923,1.89845467576,0.809550944275,0.157333327598,1
-5.29799187154,6.66483300799,-1.03701669008,-1.17799521487,1.52068449546,-0.394701793922,-0.232408581437,1.03612270799,0.366534198058,-0.637068287141,-0.324105573709,0
2.93448581021,-5.59749917981,-0.363916643419,-1.49214908694,-6.26192665492,0.369142707038,0.578930327984,-0.258821577863,-0.0466530547524,-1.08805003846,-0.0467277654537,59
-0.188045401637,1.4197575869,2.57029113088,-0.747234022141,0.458596078149,-0.763435824528,0.325407368457,-0.514597815023,-0.960445928738,-1.12883870919,-0.428679548672,25
-3.71949012,7.33011214317,-3.53345209019,2.18652630919,-0.0638293816792,0.123666670252,0.141085506022,0.846240819765,-0.459292989595,-0.948781271204,-0.168927817267,0
-5.53298649297,7.24059944249,-0.780472879726,0.448694319377,0.801877561179,-0.777811566285,-0.152101625893,2.15618271,-0.294137935878,-0.706917361013,-0.76009348145,0
-2.18335280843,1.88796352013,-0.839762008975,2.12896551807,-2.31898591216,0.713784327718,0.436565789361,-0.711482906548,-0.920521664802,-0.43046009623,-1.70757827076,92
