@RELATION GSCM_3
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
71965.0,47680.0,980606.0,68709.0,50992.0,975116.0,78905.0,40963.0,985224.0,88952.0,30996.0,995359.0,26
85092.0,76251.0,2012373.0,91644.0,69735.0,2016461.0,108275.0,53241.0,2033576.0,102650.0,58901.0,2027467.0,121
67184.0,63530.0,1825366.0,62170.0,68645.0,1819066.0,74502.0,56543.0,1832826.0,81926.0,49160.0,1838822.0,62
119806.0,87497.0,1981178.0,123716.0,83967.0,1983180.0,148112.0,60209.0,2008412.0,148731.0,59608.0,2008195.0,125
152199.0,94551.0,1397208.0,150388.0,96451.0,1393460.0,181765.0,65287.0,1425430.0,195290.0,51834.0,1438362.0,17
92893.0,52718.0,1427095.0,99591.0,46080.0,1431103.0,103831.0,41966.0,1435273.0,100295.0,45553.0,1431811.0,58
70654.0,29288.0,637571.0,71873.0,28126.0,636202.0,62432.0,37697.0,626129.0,64030.0,36147.0,628361.0,0
43111.0,28293.0,555257.0,36450.0,34928.0,546273.0,39507.0,31933.0,548799.0,53043.0,18490.0,562866.0,118
96571.0,66404.0,1218149.0,90706.0,72334.0,1210172.0,104404.0,58811.0,1224112.0,118971.0,44311.0,1238437.0,26
84270.0,31718.0,743104.0,82703.0,33200.0,739081.0,72140.0,43845.0,728020.0,76252.0,39882.0,732630.0,0
93986.0,81603.0,1106369.0,97802.0,77800.0,1107974.0,123208.0,52574.0,1133419.0,123975.0,51883.0,1134150.0,59
105135.0,31191.0,677863.0,103302.0,33101.0,673349.0,95568.0,41040.0,664905.0,99149.0,37526.0,669200.0,0
84916.0,36140.0,832406.0,87067.0,34152.0,832120.0,76399.0,45076.0,821063.0,77959.0,43564.0,823015.0,0
