@RELATION GSCM_all_LDA
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE a16 NUMERIC
@ATTRIBUTE a17 NUMERIC
@ATTRIBUTE a18 NUMERIC
@ATTRIBUTE a19 NUMERIC
@ATTRIBUTE a20 NUMERIC
@ATTRIBUTE a21 NUMERIC
@ATTRIBUTE a22 NUMERIC
@ATTRIBUTE a23 NUMERIC
@ATTRIBUTE a24 NUMERIC
@ATTRIBUTE a25 NUMERIC
@ATTRIBUTE a26 NUMERIC
@ATTRIBUTE a27 NUMERIC
@ATTRIBUTE a28 NUMERIC
@ATTRIBUTE a29 NUMERIC
@ATTRIBUTE a30 NUMERIC
@ATTRIBUTE a31 NUMERIC
@ATTRIBUTE a32 NUMERIC
@ATTRIBUTE a33 NUMERIC
@ATTRIBUTE a34 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
0.248854369999,1.81996965757,0.102960540996,-1.61520663427,-1.45792210558,-1.85252901794,-0.224216316041,-0.760962040386,0.616133733282,-1.84740595936,-2.80406265542,0.559715380074,-1.86993256157,1.57468273703,0.390714212587,-1.97378212569,0.403047003686,-0.0688295946993,-0.583930596139,-0.896629871769,0.274074572534,0.174852827616,0.118944665963,-1.03762621732,0.7492418937,-0.548661182866,0.287959498381,-0.722470440083,-0.878178722094,-0.0526511903138,0.544990132375,-0.346568800993,0.244157719417,0.108665613264,0.316899131384,26
0.408802885166,-0.924924726075,-5.16801706076,3.68335652849,-1.87740357915,6.48542185769,0.520057087071,1.30902786164,0.0405186920793,1.03575062829,-2.8723104913,-5.29055970781,-1.28231693337,-2.55066032539,3.73369245447,0.98751525938,-1.68078713049,0.775835493574,1.19916337248,-1.32426247993,0.468832149955,-2.24457227959,-0.860643737806,-0.99379553122,-0.457198401274,0.507842254798,0.331642195025,1.13460658303,1.26192151888,-0.0812437691786,-0.00324233714011,0.255961900334,1.44308908363,0.598678408155,0.566894102928,121
-2.81095787406,0.345685420065,-3.09395233867,4.26250485918,8.78134845303,2.77726866952,3.6535160683,-0.458546202574,-2.69359287651,2.92604828769,1.15363449074,1.78194276499,-1.10439780121,0.691250438974,-4.48536802939,-0.414658874333,-3.42594601541,-0.329767775233,0.580581679601,-1.2208747182,-1.11455245355,-1.07790419205,0.521137196706,0.907335538986,-1.21493058816,0.857141843301,-0.502148269771,0.0739596475139,-0.391155647477,-1.70010528528,-0.417793344976,0.829158214317,0.20554798386,0.869257167362,-0.255508736962,62
0.3377843234,3.29639714904,-5.97944887538,2.7317097384,-1.63586529895,1.4509850119,-0.475314762055,-2.05860024018,0.305771259197,-1.23223992239,6.33220562596,-0.129741477279,-1.48840083549,0.226789678673,0.797110905747,1.78711224283,-0.859583440617,1.25807142793,-0.746800416782,2.27321943606,0.410974993903,3.34741681206,0.23657577593,-1.41815799037,3.74560653512,-1.68960615657,-1.22026863656,-1.68943281705,2.44861388158,2.40654986843,2.37322562191,-3.01950811597,0.168683942469,0.687539162789,0.817124193909,125
-2.46742390014,6.79716353872,-4.56908482717,0.594658292321,-4.84048291791,-4.49993477361,-2.65842509227,4.26964014794,1.95512273068,-1.42955931985,4.97522035153,1.53456021113,5.95118999954,-4.74754617641,-3.62659992959,-2.19429591891,1.74804629699,0.307393485576,0.439158523566,-0.596537663448,-1.09074788167,-0.411726646088,2.03326052946,-0.0130774258468,-0.504174238221,1.22541355283,-1.34760725405,-0.223938816565,-0.231865105249,0.233262549229,-0.324427489912,-0.347872419295,-0.727596640803,1.32685766918,-0.472068824959,17
3.90197885162,-0.904641547963,-0.118570585912,0.94579522896,-3.70433573803,-1.09304860122,-3.26435862297,-1.49068912996,-2.37880711828,2.91938564488,-0.595024662805,0.487447885333,0.0539589557366,0.169247896776,-1.7488072133,0.519328826619,0.65351700947,-0.322227810593,1.46079110973,-0.753514375773,2.36595200036,-0.839792697127,-0.499477643227,-0.276315024748,1.80274654641,0.507968987298,-0.81182836806,2.21897796547,0.773957176981,1.06483187712,-0.556644621302,1.69348804136,-0.845624475512,0.966145607933,-0.293810023087,58
3.73464570942,-3.58004454891,5.66972765856,0.00739697868619,-0.482184678095,-0.219615705644,-0.530390498433,-2.4502451386,-1.25615328922,1.17254253458,-0.684331641294,-1.18530515915,-0.778391137887,-2.62132478294,-2.21080770337,-0.0677099873134,2.28457819838,0.455686908879,0.931512169605,1.51819616441,0.243908172504,-0.468034651242,0.720711400609,-0.448637817586,1.32653034339,-0.171967635525,0.789281073075,1.47905123808,1.24145678586,-0.736110914976,-0.319772329433,0.792337575644,-0.284021594639,0.218606004473,-0.421823789088,0
-2.1716160627,1.8036718758,3.00861220487,-0.867677955499,3.16219555586,1.08628338847,-0.404161848815,-2.14554252006,1.20400989666,-0.333645526264,0.112042391998,0.982646207656,1.36711324536,0.768628797171,-0.885321533848,-0.403273903134,2.11426197371,0.862509355927,-0.91806301437,0.574538000711,0.288506113951,-0.763540390028,0.44529502434,-0.4114181458,-1.09444191041,0.78648228509,0.222786237675,0.311540210596,-1.42078272419,0.431475531976,0.193973221266,0.463994373179,-0.350230356745,0.488968996941,-0.0650034978716,118
-0.456314756141,2.08934464388,0.479566713137,-1.87982302212,-0.563652091753,-2.8548810961,-0.133072690959,-0.155290950703,1.31613196674,-3.49471395511,-2.11970351841,-1.13668680131,-2.57990661382,0.301839694342,1.82487393781,-1.98869090375,0.596170815402,-0.319917878672,0.872750134135,-0.440363795144,-1.81815395018,1.71038766114,-1.49116070814,-0.469246153706,0.0949278923113,0.178032551725,-0.613807140608,-0.454610695431,-0.021517017306,-0.618570874814,-1.44149473682,0.0732138157562,-0.00450365721085,0.785975530961,-0.133613412178,26
5.60072348646,-3.73786176395,6.91477842291,0.910302841731,-1.28724914276,-0.274381418641,0.964368459135,-1.53079028171,-0.0938261420574,0.6751273778,-0.344189674727,-1.93766159197,-0.0568200527528,-1.4950847589,-0.969235062939,0.121801957269,1.08274688621,0.266172020898,0.278810552382,0.478602906036,0.563078070853,-0.767957261886,-2.64515969627,2.1966471448,-2.98963757829,-0.382576033569,-0.61600768116,-1.9226449519,1.85762943709,0.85104066938,-0.35626245673,-0.746688552193,-0.14180760803,0.0503426190439,-0.371610624049,0
