@RELATION GSCM_1
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE class {26,121,62,125,17,58,0,118,59,87,37,109,113,94,90,64,25,60,14,61,110,111,89,63,88,85,1,92,108,84,112,117,65,19,119,16,93,91,107,13,126,114,18,81,102,66,123,95,124,354,342,352,344,334,345,339,347,349,343,355,332,333,341,340,330,350,351,353,337,335,338,294,346,336,383,387,386,384,348,274,382,380,285,329,379,301,364,385,357,239,356,293,198,154,173,152,184,153,205,129,128,168,133,132,179,150,166,7,187,175,169,208,178,161,135,185,130,158,5,162,193,203,151,131,206,197,10,155,199,177,170,159,190,12,160,140,174,139,8,3,180,127,186,172,188,9,194,134,204,181,192,157,195,163,11,165,164,207,202,171,496,415,498,446,454,390,393,453,414,389,491,527,444,449,542,488,486,442,455,403,482,447,484,388,443,497,405,514,391,392,480,448,456,492,458,452,420,490,451,481,487,513,493,445,408,495,483,409,489,450,544,439,394,240,494,231,296,247,213,254,289,282,214,246,248,325,272,212,328,320,288,297,292,209,230,299,215,276,241,232,278,211,300,217,283,256,287,259,277,281,237,286,233,295,234,250,273,216,291,280,210,275,235,242,324,279,298,243,321,315,545,548,634,555,635,562,567,670,588,577,552,549,551,582,553,559,550,563,546,671,584,586,599,547,585,587,561,583,598,658,560}
@DATA
103325.0,16619.0,1013207.0,93608.0,26303.0,1002046.0,105897.0,14132.0,1014990.0,103975.0,16050.0,1012413.0,26
133976.0,27562.0,2063505.0,124930.0,36584.0,2052658.0,142051.0,19554.0,2070915.0,130388.0,31212.0,2058116.0,121
108023.0,22991.0,1868906.0,94415.0,36579.0,1853973.0,110359.0,20762.0,1871292.0,105288.0,25833.0,1864846.0,62
177325.0,30780.0,2040875.0,164339.0,43751.0,2026393.0,187111.0,21279.0,2050358.0,177549.0,30832.0,2039603.0,125
214216.0,32873.0,1461194.0,197206.0,49845.0,1442718.0,224700.0,22482.0,1471235.0,220499.0,26681.0,1466011.0,17
127679.0,18165.0,1463460.0,122309.0,23510.0,1456347.0,131554.0,14347.0,1466425.0,122734.0,23164.0,1456773.0,58
89784.0,10373.0,657484.0,85679.0,14461.0,651876.0,87308.0,12915.0,653924.0,81689.0,18533.0,647886.0,0
61294.0,10272.0,574203.0,52743.0,18788.0,564277.0,60152.0,11454.0,572074.0,61679.0,9926.0,573213.0,118
140072.0,23208.0,1263257.0,125967.0,37272.0,1247691.0,143036.0,20316.0,1265608.0,140348.0,23002.0,1262072.0,26
104965.0,11293.0,764662.0,99132.0,17033.0,757362.0,101240.0,15035.0,759928.0,95813.0,20459.0,754043.0,0
147227.0,28680.0,1161034.0,135493.0,40340.0,1147838.0,157520.0,18440.0,1170621.0,148971.0,26985.0,1161316.0,59
125643.0,10992.0,699117.0,119693.0,16912.0,691628.0,122777.0,13968.0,695102.0,117612.0,19128.0,689548.0,0
108597.0,12859.0,857012.0,103846.0,17591.0,850806.0,106113.0,15457.0,853606.0,99198.0,22370.0,846158.0,0
55512.0,11254.0,554193.0,47516.0,19220.0,545017.0,56293.0,10550.0,554206.0,56386.0,10457.0,553887.0,87
